cuce,list_n,tipo_a,monto_a,tipo_b,monto_b,tipo_c,monto_c
20-0046-26-1046087-0-E,247,Total Adjudicado:,"25.200,00",,,,
20-1306-00-1050446-0-E,248,Total Adjudicado:,"40.351,00",Total Recepcionado:,"40.351,00",,
20-1236-00-1046189-0-E,249,Total Adjudicado:,"32.451,00",Total Recepcionado:,"32.451,00",,
20-0417-01-1081964-1-1,250,Total Referencial:,"36.890,00",Total Recepcionado:,"32.050,00",,
21-0046-00-1156758-1-1,251,Total Referencial:,"49,500.00",Total Recepcionado:,"49,500.00",,
20-1701-00-1042995-0-E,252,Total Adjudicado:,"738.708,83",Total Recepcionado:,"738.708,83",,
20-0905-01-1054641-1-2,253,Total Referencial:,"81,050.00",Total Adjudicado:,"16,210.00",Total Recepcionado:,"9,401.80"
20-1245-00-1101223-1-1,254,Total Referencial:,"86,653.67",Total Recepcionado:,"86,653.67",,
21-0951-00-1146391-1-1,255,Total Referencial:,,,,,
21-0951-00-1146391-1-1,255,Total Recepcionado:,,,,,
20-1701-00-1098119-1-1,256,Total Referencial:,"49,980.00",Total Recepcionado:,"49,980.00",,
20-0417-06-1077227-1-1,257,Total Referencial:,"37.600,00",Total Recepcionado:,"37.600,00",,
21-1534-00-1165898-1-1,258,Total Referencial:,"32,116.00",Total Recepcionado:,"25,206.00",,
20-0046-10-1037510-0-E,259,Total Adjudicado:,"42.000,00",Total Recepcionado:,"42.000,00",,
21-0411-00-1138545-1-1,260,Total Referencial:,"22,800.00",Total Recepcionado:,"21,600.00",,
20-0903-00-1041406-0-E,261,Total Adjudicado:,"56.000,00",Total Recepcionado:,"56.000,00",,
20-1208-00-1092028-1-1,262,Total Referencial:,"41,947.00",Total Adjudicado:,"39,550.00",Total Recepcionado:,"39,550.00"
20-1208-00-1092028-1-1,262,Total Referencial:,"269,528.00",Total Adjudicado:,"269,465.00",Total Recepcionado:,"269,465.00"
20-1208-00-1092028-1-1,262,Total Referencial:,"40,800.00",Total Adjudicado:,"40,200.00",Total Recepcionado:,"40,200.00"
20-1208-00-1092028-1-1,262,Total Referencial:,"96,800.00",Total Adjudicado:,"87,430.00",Total Recepcionado:,"87,430.00"
20-1208-00-1092028-1-1,262,Total Referencial:,"198,390.00",Total Adjudicado:,"197,640.00",Total Recepcionado:,"197,640.00"
20-1208-00-1092028-1-1,262,Total Referencial:,"2,475.00",Total Adjudicado:,"2,400.00",Total Recepcionado:,
20-1201-00-1089684-1-1,263,Total Referencial:,"42.731,00",Total Recepcionado:,"42.731,00",,
21-1201-00-1168860-1-1,264,Total Referencial:,"198.700,00",Total Adjudicado:,"197.086,00",Total Recepcionado:,"197.086,00"
21-0903-00-1180493-1-1,265,Total Referencial:,"146.800,00",Total Adjudicado:,"67.895,00",Total Recepcionado:,"67.895,00"
20-1707-00-1074111-1-1,266,Total Referencial:,"8.310,00",Total Recepcionado:,"8.310,00",,
20-1201-00-1089694-1-1,267,Total Referencial:,"49,856.00",Total Recepcionado:,"49,856.00",,
20-1415-00-1051659-0-E,268,Total Adjudicado:,"66.000,00",Total Recepcionado:,"66.000,00",,
21-0907-08-1146037-1-1,269,Total Referencial:,"49.994,00",Total Recepcionado:,"30.174,95",,
21-0139-00-1115574-1-1,270,Total Referencial:,"43,260.00",Total Recepcionado:,"43,260.00",,
21-0781-00-1113700-1-1,271,Total Referencial:,"130,000.00",Total Adjudicado:,"1,450.00",Total Recepcionado:,"1,450.00"
21-0902-43-1184436-1-1,272,Total Referencial:,"34,846.00",Total Recepcionado:,"28,086.00",,
21-0340-00-1151904-1-2,273,Total Referencial:,"46,500.00",Total Recepcionado:,"42,585.00",,
21-1702-00-1161686-1-1,274,Total Referencial:,"50,000.00",Total Recepcionado:,"50,000.00",,
20-0903-00-1095718-1-1,275,Total Referencial:,"2.580.424,22",Total Recepcionado:,"2.565.063,52",,
21-0423-00-1145033-1-1,276,Total Referencial:,"49.140,20",Total Recepcionado:,"48.940,20",,
20-1501-00-1095753-1-1,277,Total Referencial:,"33.750,00",Total Recepcionado:,"26.700,00",,
20-0046-31-1050566-0-E,278,Total Adjudicado:,"28.740,00",Total Recepcionado:,"28.740,00",,
20-1512-00-1098300-1-1,279,Total Referencial:,"120.178,00",Total Adjudicado:,"108.288,00",Total Recepcionado:,"108.288,00"
20-0905-00-1038618-0-E,280,Total Adjudicado:,"44.340,00",Total Recepcionado:,"44.340,00",,
20-1302-00-1039561-0-E,281,Total Adjudicado:,"26.000,00",Total Recepcionado:,"26.000,00",,
20-0046-26-1045022-0-E,282,Total Adjudicado:,"37.400,00",Total Recepcionado:,"37.400,00",,
20-0907-00-1084093-1-1,283,Total Referencial:,"5.693.028,00",Total Adjudicado:,"5.408.111,40",Total Recepcionado:,"5.408.111,40"
20-1121-00-1052513-0-E,284,Total Adjudicado:,"48.819,00",Total Recepcionado:,"48.819,00",,
21-0417-03-1159650-1-1,285,Total Referencial:,"30,420.00",Total Recepcionado:,"23,660.00",,
21-1601-00-1149496-1-1,286,Total Referencial:,"49.545,00",Total Recepcionado:,"29.700,00",,
21-0417-09-1152827-1-1,287,Total Referencial:,"50,000.00",Total Recepcionado:,"50,000.00",,
21-0139-00-1120893-1-1,288,Total Referencial:,"40.000,00",Total Recepcionado:,"38.000,00",,
21-2315-00-1131118-1-1,289,Total Referencial:,"250.560,00",Total Adjudicado:,"158.544,00",Total Recepcionado:,"158.544,00"
20-1810-00-1095167-1-1,290,Total Referencial:,"24,300.00",Total Recepcionado:,"24,300.00",,
20-0417-06-1062063-3-1,291,Total Referencial:,"702.076,00",Total Adjudicado:,"702.076,00",Total Recepcionado:,"702.076,00"
21-1706-00-1151311-1-1,292,Total Referencial:,"145.788,80",Total Recepcionado:,"145.788,80",,
20-1734-00-1094193-1-1,293,Total Referencial:,"200.000,00",Total Adjudicado:,"199.872,00",Total Recepcionado:,"199.872,00"
20-1734-00-1046566-0-E,294,Total Adjudicado:,"36.000,00",Total Recepcionado:,"36.000,00",,
20-0417-07-1094004-1-1,295,Total Referencial:,"675,182.64",Total Recepcionado:,"675,182.64",,
20-1301-00-1048720-0-E,296,Total Adjudicado:,"300.000,00",Total Recepcionado:,"300.000,00",,
20-1805-00-1038780-0-E,297,Total Adjudicado:,"50.000,00",Total Recepcionado:,"50.000,00",,
21-1412-00-1184376-1-1,298,Total Referencial:,"94.440,00",Total Adjudicado:,"92.260,00",Total Recepcionado:,"92.260,00"
21-1412-00-1184376-1-1,298,Total Referencial:,"14.176,00",Total Adjudicado:,"13.887,00",Total Recepcionado:,"13.887,00"
20-1280-00-1095781-1-1,299,Total Referencial:,"130,800.00",Total Recepcionado:,"130,800.00",,
21-1412-00-1182752-1-1,300,Total Referencial:,"55.620,00",Total Adjudicado:,"54.384,00",Total Recepcionado:,"54.384,00"
21-1412-00-1182752-1-1,300,Total Referencial:,"71.240,00",Total Adjudicado:,"70.692,00",Total Recepcionado:,"70.692,00"
20-1604-00-1046828-0-E,301,Total Adjudicado:,"469.300,00",Total Recepcionado:,"469.300,00",,
19-0902-43-1035196-0-E,302,Total Adjudicado:,"49.940,00",Total Recepcionado:,"49.940,00",,
21-0417-09-1172185-1-1,303,Total Referencial:,"138.200,00",Total Adjudicado:,"108.150,00",Total Recepcionado:,"108.150,00"
20-1301-00-1051180-0-E,304,Total Adjudicado:,"104.500,00",,,,
21-0418-07-1140911-1-1,305,Total Referencial:,"420.000,00",Total Adjudicado:,"419.300,00",Total Recepcionado:,"419.300,00"
21-0417-04-1146840-1-1,306,Total Referencial:,"49,883.32",Total Recepcionado:,"49,883.32",,
20-1115-00-1077334-1-1,307,Total Referencial:,"125.925,00",Total Adjudicado:,"125.800,00",Total Recepcionado:,"125.800,00"
20-1322-00-1041959-0-E,308,Total Adjudicado:,"150.750,00",Total Recepcionado:,"150.750,00",,
20-0417-07-1083770-1-1,309,Total Referencial:,"40.200,00",Total Recepcionado:,"32.400,00",,
20-0417-01-1075912-1-1,310,Total Referencial:,"81.000,00",Total Recepcionado:,"81.000,00",,
20-0902-21-1037795-0-E,311,Total Adjudicado:,"48.000,00",Total Recepcionado:,"48.000,00",,
20-1704-00-1094074-1-1,312,Total Referencial:,"642.200,00",Total Adjudicado:,"642.200,00",Total Recepcionado:,"642.200,00"
21-0417-09-1127288-1-2,313,Total Referencial:,"48,500.00",Total Recepcionado:,"48,500.00",,
20-1124-00-1095826-1-1,314,Total Referencial:,"25.500,00",Total Recepcionado:,"25.500,00",,
20-1257-00-1100851-1-1,315,Total Referencial:,"51.000,00",Total Recepcionado:,"46.750,00",,
20-1301-00-1049671-0-E,316,Total Adjudicado:,"499.799,00",,,,
20-1302-00-1098998-1-1,317,Total Referencial:,"110.000,00",Total Recepcionado:,"110.000,00",,
21-0902-01-1183481-1-1,318,Total Referencial:,"49,875.00",Total Recepcionado:,"37,620.00",,
20-0411-00-1090275-1-1,319,Total Referencial:,"597.402,00",Total Recepcionado:,"597.402,00",,
20-1301-00-1051051-0-E,320,Total Adjudicado:,"64.000,00",,,,
21-0513-00-1136544-2-1,321,Total Referencial:,"259.700,00",Total Adjudicado:,"159.350,00",Total Recepcionado:,"159.350,00"
20-1279-00-1089134-1-1,322,Total Referencial:,"49,520.00",Total Recepcionado:,"45,742.96",,
20-4601-03-1090516-1-1,323,Total Referencial:,"22.135,24",Total Recepcionado:,"21.600,00",,
20-4601-00-1052508-0-E,324,Total Adjudicado:,"49,969.00",Total Recepcionado:,"49,969.00",,
20-1402-00-1039929-0-E,325,Total Adjudicado:,"21.000,00",,,,
20-1801-00-1078847-1-2,326,Total Referencial:,"98.560,00",Total Recepcionado:,"98.560,00",,
20-0908-00-1047029-0-E,327,Total Adjudicado:,"25.000,00",Total Recepcionado:,"25.000,00",,
20-1124-00-1048566-0-E,328,Total Adjudicado:,"52.250,00",Total Recepcionado:,"52.250,00",,
20-0903-00-1092931-1-1,329,Total Referencial:,"111,454.00",Total Adjudicado:,"35,900.00",Total Recepcionado:,"35,900.00"
20-1515-00-1092771-1-1,330,Total Referencial:,"22.640,00",Total Recepcionado:,"20.670,00",,
21-0906-03-1127871-1-1,331,Total Referencial:,"50.000,00",Total Recepcionado:,"50.000,00",,
20-1302-00-1049451-0-E,332,Total Adjudicado:,"252.750,00",Total Recepcionado:,"252.750,00",,
20-1331-00-1080629-1-1,333,Total Referencial:,"163.740,87",Total Adjudicado:,"147.114,99",Total Recepcionado:,"147.114,99"
20-1701-00-1044169-0-E,334,Total Adjudicado:,"242.500,00",Total Recepcionado:,"242.500,00",,
20-1228-00-1084033-1-1,335,Total Referencial:,"49.950,00",Total Recepcionado:,"49.950,00",,
20-1342-00-1055380-2-1,336,Total Referencial:,"939.400,00",Total Adjudicado:,"914.320,00",Total Recepcionado:,"914.320,00"
21-1302-00-1112137-1-1,337,Total Referencial:,"49,990.00",Total Recepcionado:,"40,391.40",,
20-1342-00-1038626-0-E,338,Total Adjudicado:,"33.040,00",Total Recepcionado:,"33.040,00",,
21-0517-00-1166323-1-1,339,Total Referencial:,"96.400,00",Total Adjudicado:,"68.800,00",Total Recepcionado:,"68.800,00"
20-1301-00-1048615-0-E,340,Total Adjudicado:,"434.000,00",,,,
20-0417-09-1039091-2-3,341,Total Referencial:,"273,200.00",Total Adjudicado:,"130,000.00",Total Recepcionado:,"130,000.00"
20-1734-00-1046443-0-E,342,Total Adjudicado:,"56.100,00",Total Recepcionado:,"56.100,00",,
20-0661-00-1087745-1-1,343,Total Referencial:,"49,815.00",Total Recepcionado:,"15,498.00",,
20-1201-00-1086746-1-1,344,Total Referencial:,"34.000,00",Total Recepcionado:,"29.990,00",,
20-1401-00-1035122-0-E,345,Total Adjudicado:,"32.100,00",Total Recepcionado:,"32.100,00",,
20-0146-00-1069843-1-1,346,Total Referencial:,"348.400,00",Total Adjudicado:,"299.772,75",Total Recepcionado:,"299.772,75"
21-0417-04-1142595-1-1,347,Total Referencial:,"49,883.32",Total Recepcionado:,"49,883.32",,
20-0417-03-1049860-0-E,348,Total Adjudicado:,"191.620,00",Total Recepcionado:,"191.620,00",,
20-1342-00-1065679-1-1,349,Total Referencial:,"619,999.94",Total Adjudicado:,"451,381.00",Total Recepcionado:,"451,381.00"
20-0417-05-1073122-1-1,350,Total Referencial:,"400,000.00",Total Adjudicado:,"346,900.00",Total Recepcionado:,"346,900.00"
20-1326-00-1054054-1-1,351,Total Referencial:,"60.000,00",Total Adjudicado:,"35.000,00",Total Recepcionado:,"35.000,00"
21-1414-00-1116686-1-1,352,Total Referencial:,"29.400,00",Total Recepcionado:,"29.400,00",,
21-0417-06-1124809-1-1,353,Total Referencial:,"22,500.00",Total Recepcionado:,"17,535.00",,
20-0902-07-1061669-1-1,354,Total Referencial:,"67,200.00",Total Adjudicado:,"66,784.00",Total Recepcionado:,"66,784.00"
21-0661-00-1179591-1-1,355,Total Referencial:,"45.000,00",Total Recepcionado:,"33.750,00",,
21-1302-00-1107676-1-1,356,Total Referencial:,"49.992,00",Total Recepcionado:,"24.000,00",,
20-0906-03-1047134-0-E,357,Total Adjudicado:,"40.645,00",Total Recepcionado:,"40.645,00",,
20-0035-01-1096977-1-1,358,Total Referencial:,"49,910.00",Total Recepcionado:,"45,080.00",,
21-0417-06-1143501-1-1,359,Total Referencial:,"195.250,00",Total Adjudicado:,"182.500,00",Total Recepcionado:,"182.500,00"
20-1317-00-1040114-0-E,360,Total Adjudicado:,"26.260,00",Total Recepcionado:,"26.260,00",,
20-1304-00-1092559-1-1,361,Total Referencial:,"369.386,40",Total Adjudicado:,"367.967,40",Total Recepcionado:,"367.967,40"
20-0206-00-1047138-0-E,362,Total Adjudicado:,"21.248,00",Total Recepcionado:,"21.248,00",,
20-1301-00-1047104-0-E,363,Total Adjudicado:,"238.000,00",,,,
21-1502-00-1176204-1-1,364,Total Referencial:,"101,029.92",Total Adjudicado:,"100,908.00",Total Recepcionado:,"100,908.00"
20-1301-00-1049685-0-E,365,Total Adjudicado:,"995.000,00",,,,
20-1734-00-1094211-1-1,366,Total Referencial:,"200,000.00",Total Adjudicado:,"199,872.00",Total Recepcionado:,"199,872.00"
20-1201-00-1089602-1-1,367,Total Referencial:,"49,954.84",Total Recepcionado:,"45,084.00",,
20-0423-00-1038667-0-E,368,Total Adjudicado:,"41.500,00",Total Recepcionado:,"41.500,00",,
20-0902-00-1031238-0-E,369,Total Adjudicado:,"69.265,00",Total Recepcionado:,"69.265,00",,
20-1306-00-1040678-0-E,370,Total Adjudicado:,"48.000,00",Total Recepcionado:,"48.000,00",,
21-1301-00-1126115-1-1,371,Total Referencial:,"44.900,00",Total Recepcionado:,"31.378,00",,
20-1201-00-1088425-1-1,372,Total Referencial:,"49,950.00",Total Recepcionado:,"49,950.00",,
20-0417-05-1046385-0-E,373,Total Adjudicado:,"49.980,00",Total Recepcionado:,"49.980,00",,
20-0417-01-1051402-0-E,374,Total Adjudicado:,"29.388,60",Total Recepcionado:,"29.388,60",,
20-1501-00-1040010-0-E,375,Total Adjudicado:,"33.700,00",Total Recepcionado:,"33.700,00",,
21-0513-00-1165553-1-1,376,Total Referencial:,"96,750.00",Total Adjudicado:,"76,275.00",Total Recepcionado:,"76,275.00"
20-0908-00-1039245-0-E,377,Total Adjudicado:,"49,896.00",Total Recepcionado:,"49,896.00",,
21-0513-00-1118043-1-1,378,Total Referencial:,"88.140,00",Total Adjudicado:,"34.426,18",Total Recepcionado:,"34.426,18"
21-1342-00-1130934-1-1,379,Total Referencial:,"26.600,00",Total Recepcionado:,"26.600,00",,
20-1301-00-1091088-1-1,380,Total Referencial:,"35,640.00",Total Recepcionado:,"35,640.00",,
21-1605-00-1178597-1-1,381,Total Referencial:,"41.132,00",Total Recepcionado:,"38.004,50",,
20-1115-00-1094052-1-1,382,Total Referencial:,"49.997,09",Total Recepcionado:,"49.997,09",,
20-0517-00-1037588-0-E,383,Total Adjudicado:,"152.100,00",Total Recepcionado:,"152.100,00",,
20-0141-00-1067583-1-1,384,Total Referencial:,"350.000,00",Total Adjudicado:,"330.000,00",Total Recepcionado:,"330.000,00"
20-3301-00-1096501-1-1,385,Total Referencial:,"99,180.00",Total Adjudicado:,"99,180.00",Total Recepcionado:,"99,180.00"
20-1604-00-1046145-0-E,386,Total Adjudicado:,"3.085.792,40",Total Recepcionado:,"3.085.792,40",,
20-0908-00-1047631-0-E,387,Total Adjudicado:,"105.000,00",Total Recepcionado:,"105.000,00",,
21-0020-00-1173514-1-1,388,Total Referencial:,"31.750,00",Total Recepcionado:,"21.463,00",,
20-1327-00-1065778-1-1,389,Total Referencial:,"126.600,00",Total Adjudicado:,"87.130,00",Total Recepcionado:,"87.130,00"
20-1201-00-1049498-0-E,390,Total Adjudicado:,"276.444,00",,,,
20-1301-00-1047272-0-E,391,Total Adjudicado:,"20.300,00",,,,
20-1528-00-1064750-1-2,392,Total Referencial:,"320.000,00",Total Adjudicado:,"280.000,00",Total Recepcionado:,"280.000,00"
20-1734-00-1094167-1-1,393,Total Referencial:,"200.000,00",Total Adjudicado:,"199.872,00",Total Recepcionado:,"199.872,00"
20-0906-00-1076523-1-1,394,Total Referencial:,"842.400,00",Total Adjudicado:,"91.000,00",Total Recepcionado:,"91.000,00"
21-0417-06-1137324-1-1,395,Total Referencial:,"34.000,00",Total Recepcionado:,"22.000,00",,
20-0141-00-1072793-1-1,396,Total Referencial:,"884,400.00",Total Adjudicado:,"864,300.00",Total Recepcionado:,"864,300.00"
20-1734-00-1046488-0-E,397,Total Adjudicado:,"66.000,00",Total Recepcionado:,"66.000,00",,
20-1805-00-1040265-0-E,398,Total Adjudicado:,"400.000,00",Total Recepcionado:,"400.000,00",,
20-1342-00-1049449-0-E,399,Total Adjudicado:,"40.716,00",Total Recepcionado:,"40.716,00",,
20-1205-00-1040480-0-E,400,Total Adjudicado:,"3.264.625,00",Total Recepcionado:,"3.264.625,00",,
21-1605-00-1173980-1-1,401,Total Referencial:,"49,900.00",Total Recepcionado:,"46,250.00",,
20-0417-07-1081398-1-1,402,Total Referencial:,"31.000,00",Total Recepcionado:,"30.500,00",,
21-1810-00-1108938-1-1,403,Total Referencial:,"22.655,12",Total Recepcionado:,"18.772,12",,
21-0423-00-1152290-1-1,404,Total Referencial:,"42,900.00",Total Recepcionado:,"39,500.00",,
21-2315-00-1150031-1-1,405,Total Referencial:,"46.800,00",Total Recepcionado:,"46.800,00",,
20-1322-00-1098672-1-1,406,Total Referencial:,"181,200.00",Total Adjudicado:,"121,200.00",Total Recepcionado:,"121,200.00"
20-0903-00-1042447-0-E,407,Total Adjudicado:,"84.250,00",Total Recepcionado:,"84.250,00",,
21-0908-36-1187203-1-1,408,Total Referencial:,"30.132,00",Total Recepcionado:,"30.132,00",,
21-1311-00-1164374-1-2,409,Total Referencial:,"30,000.00",Total Recepcionado:,"25,000.00",,
20-1734-00-1094199-2-1,410,Total Referencial:,"200.000,00",Total Adjudicado:,"196.800,00",Total Recepcionado:,"196.800,00"
20-1301-00-1049853-0-E,411,Total Adjudicado:,"1.013.711,00",,,,
20-1506-00-1089982-1-1,412,Total Referencial:,"100,000.00",Total Adjudicado:,"98,753.00",Total Recepcionado:,"98,753.00"
20-1280-00-1096673-1-1,413,Total Referencial:,"117,263.40",Total Adjudicado:,"116,379.00",Total Recepcionado:,"116,379.00"
20-1302-00-1051818-0-E,414,Total Adjudicado:,"25.700,00",Total Recepcionado:,"25.700,00",,
20-1235-00-1090946-1-1,415,Total Referencial:,"49.997,86",Total Recepcionado:,"49.997,86",,
20-1201-00-1042106-0-E,416,Total Adjudicado:,"70.140,00",Total Recepcionado:,"70.140,00",,
20-1312-00-1092328-1-1,417,Total Referencial:,"348.849,23",Total Recepcionado:,"292.577,03",,
21-0902-43-1134932-1-1,418,Total Referencial:,"999,990.00",Total Adjudicado:,"722,215.00",Total Recepcionado:,"694,395.00"
21-0417-06-1156085-1-1,419,Total Referencial:,"58.000,00",Total Adjudicado:,"57.990,00",Total Recepcionado:,"57.990,00"
20-0908-00-1043619-0-E,420,Total Adjudicado:,"135.000,00",Total Recepcionado:,"135.000,00",,
20-1307-00-1052097-1-1,421,Total Referencial:,"198,779.48",Total Adjudicado:,"67,450.00",Total Recepcionado:,"67,450.00"
21-0423-00-1126331-1-1,422,Total Referencial:,"47.126,40",Total Recepcionado:,"35.447,44",,
20-0417-03-1063459-1-2,423,Total Referencial:,"119,886.00",Total Adjudicado:,"118,508.00",Total Recepcionado:,"118,508.00"
21-0046-28-1188915-1-1,424,Total Referencial:,"19.717,00",,,,
21-0417-06-1120404-1-3,425,Total Referencial:,"962.500,00",Total Adjudicado:,"616.000,00",Total Recepcionado:,"616.000,00"
20-0249-00-1094489-1-1,426,Total Referencial:,"200,000.00",Total Recepcionado:,"200,000.00",,
20-1120-00-1045579-0-E,427,Total Adjudicado:,"159.250,00",Total Recepcionado:,"159.250,00",,
21-0046-22-1105769-1-1,428,Total Referencial:,"41.335,00",Total Recepcionado:,"35.036,00",,
21-0513-00-1153153-1-1,429,Total Referencial:,"40,400.00",Total Recepcionado:,"38,796.00",,
20-1755-00-1064565-2-1,430,Total Referencial:,"1,607,000.00",Total Adjudicado:,"1,004,253.00",Total Recepcionado:,"1,004,253.00"
20-1313-00-1047071-0-E,431,Total Adjudicado:,"347.497,00",Total Recepcionado:,"347.497,00",,
21-0901-02-1171996-1-1,432,Total Referencial:,"106,699.56",Total Recepcionado:,"106,699.56",,
20-0901-02-1049348-0-E,433,Total Adjudicado:,"1.394.970,00",,,,
20-3701-00-1091083-1-1,434,Total Referencial:,"199.965,00",Total Adjudicado:,"198.445,00",Total Recepcionado:,"198.445,00"
20-1310-00-1039891-0-E,435,Total Adjudicado:,"42.000,00",Total Recepcionado:,"42.000,00",,
20-1704-00-1039812-0-E,436,Total Adjudicado:,"56.100,00",,,,
21-0417-04-1135367-1-1,437,Total Referencial:,"980.000,00",Total Adjudicado:,"901.600,00",Total Recepcionado:,"991.760,00"
20-1339-00-1096631-1-1,438,Total Referencial:,"49,852.30",Total Recepcionado:,"49,852.30",,
20-1803-00-1041508-0-E,439,Total Adjudicado:,"48.000,00",Total Recepcionado:,"48.000,00",,
20-1703-00-1051786-0-E,440,Total Adjudicado:,"49.800,00",Total Recepcionado:,"49.800,00",,
20-1312-00-1041306-0-E,441,Total Adjudicado:,"394.800,00",Total Recepcionado:,"394.800,00",,
20-1115-00-1074119-1-1,442,Total Referencial:,"46,800.00",Total Recepcionado:,"46,800.00",,
20-1218-00-1095164-1-1,443,Total Referencial:,"42.000,00",Total Recepcionado:,"42.000,00",,
21-1301-00-1165434-1-1,444,Total Referencial:,"48,006.60",Total Recepcionado:,"36,418.80",,
20-0417-06-1079071-1-1,445,Total Referencial:,"37.050,00",Total Recepcionado:,"37.050,00",,
21-0417-06-1124403-1-2,446,Total Referencial:,"300,000.00",Total Adjudicado:,"110,000.00",Total Recepcionado:,"110,000.00"
