cuce,list_n,numero,codigo_unspsc,objeto_de_gasto,descripcion_del_bien_o_servicio,unidad_de_medida,cantidad,precio_referencial_unitario,precio_referencial_total,nombre_o_razon_social_del_proponente_adjudicado,precio_unitario_adjudicado,total_adjudicado,cantidad_recepcionada,precio_unitario_real,monto_real_ejecutado,estado,cronograma
21-0417-04-1149828-1-1,51,1,1214190,34200,Oxígeno o - OXIGENO LIQUIDO MEDICINAL IV,KILOGRA MO,"3,676.00",13.57,"49,883.32",,,,"3,676.00",13.57,"49,883.32",Contratado,Cronograma 0
21-1702-00-1161686-1-1,52,1,1214190,34200,Oxígeno o - OXIGENO MEDICINAL,M3,"2,500.00",20.0,"50,000.00",,,,"2,500.00",20.0,"50,000.00",Contratado,Cronograma 0
21-0417-09-1152827-1-1,53,1,4111561,43400,Medidores de oxígeno disuelto - MEZCLADOR DE GASES AIRE OXIGENO,EQU,2.0,"25,000.00","50,000.00",,,,2.0,"25,000.00","50,000.00",Contratado,Cronograma 0
19-0902-43-1035196-0-E,54,1,4214000,39400,REGULADOR DE OXIGENO PARA TUBO DE OXIGENO DE 2M3,PIEZA,"15,00",,,PRAXAIR BOLIVIA S.R.L.,"750,00","11.250,00","15,00","750,00","11.250,00",Contratado,Cronograma
19-0902-43-1035196-0-E,54,2,4214000,39400,MANOMETRO DE OXIGENO DE BAJO FLUJO DE 0-15 LTRS/MIN PARA TUBO DE OXIGENO 6M3,PIEZA,"6,00",,,PRAXAIR BOLIVIA S.R.L.,"1.150,00","6.900,00","6,00","1.150,00","6.900,00",Contratado,Cronograma
19-0902-43-1035196-0-E,54,3,4214000,39400,HUMIDIFICADOR DE ROSCA METALICA Y PITON DE PLASTICO,PIEZA,"154,00",,,PRAXAIR BOLIVIA S.R.L.,"80,00","12.320,00","154,00","80,00","12.320,00",Contratado,Cronograma
19-0902-43-1035196-0-E,54,4,4214000,39400,FLUJOMETROS DE PARED PARA OXIGENO (OHMEDA) DE 0-15 L/MIN,PIEZA,"59,00",,,PRAXAIR BOLIVIA S.R.L.,"330,00","19.470,00","59,00","330,00","19.470,00",Contratado,Cronograma
21-0417-04-1146840-1-1,55,1,1214190,34200,Oxígeno o - OXIGENO LIQUIDO MEDICINAL - I,KILOGRA MO,"3,676.00",13.57,"49,883.32",,,,"3,676.00",13.57,"49,883.32",Contratado,Cronograma 0
21-0417-09-1127288-1-2,56,1,4227170,43400,Concentradores de oxígeno - CONCENTRADOR DE OXIGENO,EQUIPO,5.0,"9,700.00","48,500.00",,,,5.0,"9,700.00","48,500.00",Contratado,Cronograma 0
20-4601-00-1052508-0-E,57,1,4221000,34200,SERVICIO DE RECARGA DE OXIGENO MEDICINAL PARA UN PERIODO DE TRES MESES PARA EL PROGRAMA PREVENCION CONTROL Y ATENCION DEL CORONAVIRUS,RECARG A DE OXIGENO,467.0,,,DIANSETH SRL,107.0,"49,969.00",467.0,107.0,"49,969.00",Contratado,Cronograma
21-0906-03-1127871-1-1,58,1,1214190,34200,Oxígeno o - OXIGENO MEDICINAL,GAS,"500,00","100,00","50.000,00",,,,"500,00","100,00","50.000,00",Contratado,Cronograma 0
21-0417-04-1142595-1-1,59,1,1214190,34200,Oxígeno o - OXIGENO LIQUIDO MEDICINAL - III,KILOGRA MOS,"3,676.00",13.57,"49,883.32",,,,"3,676.00",13.57,"49,883.32",Contratado,Cronograma 0
20-0417-05-1073122-1-1,60,1,4110000,43400,CARRO DE PARO MAS DESFIBRILADOR ADJUNTO TUBO DE OXIGENO COMPLETO,EQUIPOS,2.00,"200,000.00","400,000.00",ANTEZANA  CARLOS LEOPOLDO,"173,450.00","346,900.00",2.0,"173,450.00","346,900.00",Contratado,Cronograma 0
20-0902-07-1061669-1-1,61,1,4110000,43400,CONCENTRADOR DE OXIGENO,EQUIPO,8.00,"8,400.00","67,200.00",HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,"8,348.00","66,784.00",8.0,"8,348.00","66,784.00",Contratado,Cronograma 0
21-1302-00-1107676-1-1,62,1,4110000,43400,TUBO DE OXIGENO DE 6 M3 COMPLETO,PIEZA,"8,00","6.249,00","49.992,00",,,,"8,00","3.000,00","24.000,00",Contratado,Cronograma 0
20-0908-00-1039245-0-E,63,1,4214000,34200,OXIGENO MEDICINAL,GAS,"2,772.00",,,ACME INVERSIONES SRL,18.0,"49,896.00","2,772.00",18.0,"49,896.00",Contratado,Cronograma
20-0517-00-1037588-0-E,64,1,1214000,34200,OXIGENO INDUSTRIAL,M3,"2.880,00",,,3 H INDUSTRIALES S.R.L.,"20,00","57.600,00","2.880,00","20,00","57.600,00",Contratado,Cronograma
20-0517-00-1037588-0-E,64,2,1214000,34200,ACETILENO INDUSTRIAL,KG,"1.260,00",,,3 H INDUSTRIALES S.R.L.,"75,00","94.500,00","1.260,00","75,00","94.500,00",Contratado,Cronograma
21-1605-00-1173980-1-1,65,1,4227170,43400,Cilindros de gas o dispositivos relacionados para uso médico - CILINDROS DE ACERO MODELO 2021 CAPACIDAD 6M3 PRESION 2000 LIBRAS,PIEZA,23.0,"2,000.00","46,000.00",,,,23.0,"1,850.00","42,550.00",Contratado,Cronograma 0
21-1605-00-1173980-1-1,65,2,4110331,43400,Manómetros - MANOMETRO MEDICINAL CON DOS RELOJ,PIEZA,2.0,550.00,"1,100.00",,,,2.0,500.00,"1,000.00",Contratado,Cronograma 0
21-1605-00-1173980-1-1,65,3,4227170,43400,Cilindros de gas o dispositivos relacionados para uso médico - CILINDROS DE ACERO MODELO 2021 CAPACIDAD 4M3,PIEZA,2.0,"1,400.00","2,800.00",,,,2.0,"1,350.00","2,700.00",Contratado,Cronograma 0
21-0908-36-1187203-1-1,66,1,1214190,34200,Oxígeno o - OXIGENO MEDICINAL   CILINDRO DE 6M3,GAS,"276,00","108,00","29.808,00",,,,"276,00","108,00","29.808,00",Contratado,Cronograma 0
21-0908-36-1187203-1-1,66,2,1214190,34200,Oxígeno o - OXIGENO MEDICIANL CILINDRO DE 2M3,GAS,"6,00","36,00","216,00",,,,"6,00","36,00","216,00",Contratado,Cronograma 0
21-0908-36-1187203-1-1,66,3,1214190,34200,Oxígeno o - OXIGENO MEDICIANAL  CILINDRO DE 1M3,GAS,"6,00","18,00","108,00",,,,"6,00","18,00","108,00",Contratado,Cronograma 0
21-0902-43-1134932-1-1,67,1,4227170,34200,Cilindros de gas o dispositivos relacionados para uso médico - OXIGENO,GAS,"55,555.0",18.0,"999,990.00",PRAXAIR BOLIVIA S.R.L.,13.0,"722,215.00","53,415.00",13.0,"694,395.00",Contratado,Cronograma 0
21-0046-28-1188915-1-1,68,1,1214190,34200.0,"Oxígeno o - PROVISION DE OXIGENO MEDICINAL TUBO DE 6 M3, DE ENERO A DICIEMBRE 2022 SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS",TUBO DE 6 M3,"429,00","42,00","18.018,00",,,,,,,Contratado,Cronograma 0
21-0046-28-1188915-1-1,68,2,1214190,34200.0,"Nitrógeno n - PROVISION DE NITROGENO LIQUIDO MEDICINAL, KG. DE ENERO A DICIEMBRE 2022 SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS",KG.,"65,00","20,00","1.300,00",,,,,,,Contratado,Cronograma 0
21-0046-28-1188915-1-1,68,3,1214190,34200.0,"Oxígeno o - PROVISION DE OXIGENO MEDICINAL TUBO DE 1 M3, DE ENERO A DICIEMBRE 2022 SEGUN ESPECIFICACIONES TECNICAS ADJUNTAS",TUBO DE 1 M3,"57,00","7,00","399,00",,,,,,,Contratado,Cronograma 0
21-0417-04-1135367-1-1,69,1,1214190,34200,Oxígeno o - OXIGENO GAS MEDICINAL,m3,"107.800,","10,00","980.000,00",NITROX SRL,"9,20","901.600,00","107.800,0 0","9,20","991.760,00",Contratado,Cronograma 0
20-1115-00-1074119-1-1,70,1,4214000,43400,TUBOS DE OXIGENO PARA EL AREA COVID DEL HOSPITAL SAN ANTONIO DE LOS SAUCES,PIEZA,12.0,"3,900.00","46,800.00",,,,12.0,"3,900.00","46,800.00",Contratado,Cronograma 0
20-0903-00-1095100-1-1,71,1,4227000,34200,OXIGENO GAS MEDICINAL,M3,"2,450.00",20.0,"49,000.00",,,,"2,450.00",11.0,"26,950.00",Contratado,Cronograma 0
20-0903-00-1095100-1-1,71,2,4227000,34200,GAS CARBONICO MEDICINAL,KG,25.00,21.0,525.00,,,,25.00,15.0,375.00,Contratado,Cronograma 0
20-0903-00-1095100-1-1,71,3,4227000,34200,NITROGENO GAS MEDICINAL,M3,6.00,36.0,216.00,,,,6.00,18.0,108.00,Contratado,Cronograma 0
21-1201-00-1153724-1-1,72,1,1214190,34200,Oxígeno o - OXIGENO DE GAS MEDICINAL 6M3 (RECARGA-NO INCLUYE TUBO),METRO CUBICO,"3.996,00","12,50","49.950,00",,,,"3.996,00","12,50","49.950,00",Contratado,Cronograma 0
21-1301-00-1137497-1-1,73,1,1214190,34200,Oxígeno o - OXIGENO GAS 93 A 99%,M3,"2,777.00",18.0,"49,986.00",,,,"2,777.00",11.0,"30,547.00",Contratado,Cronograma 0
21-0906-03-1140227-1-1,74,1,1214190,34200,Oxígeno o - OXIGENO MEDICINAL,GAS,500.0,100.0,"50,000.00",,,,500.0,100.0,"50,000.00",Contratado,Cronograma 0
21-0046-00-1174274-1-1,75,1,1214190,34200,Oxígeno o - OXIGENO MEDICINAL,m3,"6.923,00","13,00","89.999,00",3 H INDUSTRIALES S.R.L.,"13,00","89.999,00","6.923,00","13,00","89.999,00",Contratado,Cronograma 0
21-1706-00-1148595-2-1,76,1,1214190,34200,Oxígeno o - GAS MEDICINAL 6 M3,M3,300.0,150.0,"45,000.00",,,,300.0,150.0,"45,000.00",Contratado,Cronograma 0
21-0906-03-1152317-1-1,77,1,1214190,34200,Oxígeno o - OXIGENO,GAS,"2.000,00","100,00","200.000,00",RAMOS PARADA JASEL ROSARIO,"100,00","200.000,00","2.000,00","100,00","200.000,00",Contratado,Cronograma 0
21-0417-07-1123834-2-1,78,1,1214190,34200,Oxígeno o - PROVISION DE OXIGENO MEDICINAL PARA LOS PACIENTES DEL HOSPITAL OBRERO N°69 DISTRITAL RIBERALTA (MAYO - DICIEMBRE),TUBO,"800,00","320,00","256.000,00",NITROX SRL,"319,00","255.200,00","800,00","319,00","255.200,00",Contratado,Cronograma 3
20-0908-00-1047150-0-E,79,1,4110000,43400,ADQUISICION DE DOS CONCENTRADORES DE OXIGENO PARA EL CENTRO CENTINELA COVID 19 DEPENDIENTE DEL GOBIERNO AUTONOMO DPTAL BEN,PIEZAS,"2,00",,,LIDERMED S.R.L.,"25.000,00","50.000,00","2,00","25.000,00","50.000,00",Contratado,Cronograma
21-0906-03-1140218-1-1,80,1,1214190,34200,Oxígeno o - OXIGENO MEDICINAL,GAS,"500,00","100,00","50.000,00",,,,"500,00","100,00","50.000,00",Contratado,Cronograma 0
20-0902-21-1081660-1-1,81,1,7210000,24110,AMPLIACION LINEA PRINCIPAL DE OXIGENO,SERVICI O,"1,00","20.964,52","20.964,52",,,,"1,00","20.964,52","20.964,52",Contratado,Cronograma 0
21-1307-00-1146878-1-1,82,1,2411180,43700,"Tanques o cilindros de aire o gas - TANQUE DE OXIGENO DE 6M3 CILINDRO RECARGADOS CON OXIGENO A 2000 DE PRESIÓN (INCLUYE KIT PARA TANQUES DE OXIGENO: CANULA NASAL, HUMIFICADOR Y VALVULA (MANOMETRO)",EQUIPO,"30,00","4.000,00","120.000,00",VELIZ GUZMAN ISAIAS,"3.367,00","101.010,00","30,00","3.367,00","101.010,00",Contratado,Cronograma 1
20-1304-00-1050953-0-E,83,1,4227000,49900,"PREVENCION CONTROL Y ATENCION AL CORONA VIRUS ""ADQUISICION DE TUBOS DE OXIGENO PARA LA IMPLEMENTACION DE LAS SALAS DE AISLAMIENTO CON LOS CASOS SOSPECHOSOS DEL COVID-19""",PIEZA,30.0,,,EBENEZER LTDA.,"2,700.00","81,000.00",30.0,"2,700.00","81,000.00",Contratado,Cronograma
21-0417-03-1153688-1-1,84,1,4111163,39800,Medidor de cilindros - MANOMETROS PARA TUBO DE OXIGENO GRANDE,PIEZA,"48,00","800,00","38.400,00",,,,"48,00","520,00","24.960,00",Contratado,Cronograma 0
20-1201-00-1036263-0-E,85,1,5121000,34200,OXIGENO MEDICINAL- CILINDRO CARGADO CON OXIGENO GAS MED. DE 6M3(NO INCLUYE CILINDRO) (SEGUN ESPECIFICACIONES TECNICAS),TUBO,625.0,,,3 H INDUSTRIALES S.R.L.,80.0,"50,000.00",625.0,80.0,"50,000.00",Contratado,Cronograma
20-0417-09-1076008-1-1,86,1,8516000,24120,SERVICIO MANTENIMIENTO CORRECTIVO POR UNICA VEZ DEL GENERADOR DE OXIGENO DE LA MARCA INMATEC,SERVICI O,"1,00","76.136,68","76.136,68",AUTMAN S.R.L.,"60.912,12","60.912,12","1,00","60.912,12","60.912,12",Contratado,Cronograma 0
20-0906-03-1038141-0-E,87,1,1214000,34200,OXIGENO,GAS,714.0,,,RAMOS PARADA JASEL ROSARIO,62.0,"44,268.00",714.0,62.0,"44,268.00",Contratado,Cronograma
20-0903-00-1030531-2-1,88,1,1214000,34200,OXIGENO MEDICINAL (O2),M3,"17.574,0","10,00","175.740,00",PRAXAIR BOLIVIA S.R.L.,"8,70","152.893,80","17.574,00","8,70","152.893,80",Contratado,Cronograma 1
20-0903-00-1030531-2-1,88,2,1214000,34200,GAS CARBONICO MEDICINAL,KG,"300,00","13,00","3.900,00",PRAXAIR BOLIVIA S.R.L.,"12,50","3.750,00","300,00","12,50","3.750,00",Contratado,Cronograma 1
20-1201-00-1088213-1-1,89,1,5121000,34200,OXIGENO DE GAS MEDICINAL 6M3 (RECARGA- NO INCLUYE TUBO),M3,"3.756,00","13,30","49.954,80",,,,"3.756,00","13,30","49.954,80",Contratado,Cronograma 0
21-1101-00-1173592-1-1,90,1,1214190,34200,Oxígeno o - Oxigeno Medicinal Mediante Recarga A Requerimiento De Lunes A Domingo Incluyendo Feriados : Presentacion Botellón De 6m3 (2021-03806),TUBO,"500,00","100,00","50.000,00",,,,"500,00","100,00","50.000,00",Contratado,Cronograma 0
20-0906-03-1093941-1-1,91,1,1214000,34200,OXIGENO,GAS,"3.076,00","65,00","199.940,00",RAMOS PARADA JASEL ROSARIO,"48,00","147.648,00","3.076,00","48,00","147.648,00",Contratado,Cronograma 0
21-1205-00-1178370-1-1,92,1,1214190,34200,Oxígeno o - OXIGENO LIQUIDO,KG,"2.307,00","13,00","29.991,00",,,,"2.307,00","13,00","29.991,00",Contratado,Cronograma 0
21-1803-00-1184206-1-1,93,1,4710151,34200,Generadores de oxígeno - RECARGA DE OXIGENO MEDICINAL DE 6 M3,TUBOS,"150,00","290,00","43.500,00",,,,"150,00","290,00","43.500,00",Contratado,Cronograma 0
22-0046-00-1192507-1-1,94,1,1214190,34200,Oxígeno o - oxigeno en gas de 93% a 99%,m3,"3.846,00","13,00","49.998,00",,,,"3.846,00","12,99","49.959,54",Contratado,Cronograma 0
20-0905-00-1046037-0-E,95,1,5121000,34200,OXIGENO CILINDRO DE 6 M3 DE 93 A 99 %,GAS,626.0,,,OXISUR S.R.L.,79.8,"49,954.80",626.0,79.8,"49,954.80",Contratado,Cronograma
21-0417-04-1143393-1-1,96,1,1214190,34200,Oxígeno o - OXIGENO LIQUIDO MEDICINAL,KILOGRA MO,"3.676,00","13,57","49.883,32",,,,"3.676,00","13,57","49.883,32",Contratado,Cronograma 0
21-1404-00-1108905-1-1,97,1,4112000,34600,"Cilindros de oxigeno de 6 metros cubicos con: recarga de oxigeno, mascarilla, manómetro y humidificador",Pieza,"13,00","3.720,00","48.360,00",,,,"13,00","3.345,00","43.485,00",Contratado,Cronograma 0
21-1312-00-1149847-1-1,98,1,1214210,34200,Aire industrial - AIRE GAS MEDICINAL,M3,"30,00","25,00","750,00",,,,"30,00","20,00","600,00",Contratado,Cronograma 0
21-1312-00-1149847-1-1,98,2,1214210,34200,Gas dióxido de carbono - GAS CARBONICO MEDICINAL,KG,"50,00","16,71","835,50",,,,"50,00","15,00","750,00",Contratado,Cronograma 0
21-1312-00-1149847-1-1,98,3,1214190,34200,Oxígeno o - OXIGENO GAS MEDICINAL CON REGISTRO SANITARIO,M3,"4.342,00","12,00","47.220,00",,,,"3.377,00","10,00","33.770,00",Contratado,Cronograma 0
20-1301-00-1044266-0-E,99,1,5121000,34200,OXIGENO 93% A 97%,GAS M3,"2.500,00",,,PRAXAIR BOLIVIA S.R.L.,"12,00","30.000,00","2.500,00","12,00","30.000,00",Contratado,Cronograma
20-0902-42-1038612-0-E,100,1,1214000,34200,ADQUISICION DE OXIGENO GAS MEDICINAL DEL MES DE FEBRERO,"LIQUIDO, BALON, GAS",1.0,,,PRAXAIR BOLIVIA S.R.L.,"36,511.50","36,511.50",1.0,"36,511.50","36,511.50",Contratado,Cronograma
20-1702-00-1051006-0-E,101,1,4214000,34200,COMPRA DE OXIGENO MEDICINAL PARA EL AREA DE EMERGENCIA DEL SISTEMA UNICO DE SALUD DEL H.M.V.C.,M3,"1.851,00",,,ANTEZANA  DE CALLEJAS CLAUDIA VERONICA,"27,00","49.977,00","1.851,00","27,00","49.977,00",Contratado,Cronograma
21-0903-00-1181472-1-1,102,1,1214190,34200,Oxígeno o - Compra De Oxigeno Medicinal (02) No Contemplado En El Liname Para El Instituto Gastroenterologico Boliviano Japones Gestión 2022,M3,"22.000,0","9,00","198.000,00",PRAXAIR BOLIVIA S.R.L.,"8,50","187.000,00",,,,Contratado,Cronograma 0
21-0520-00-1140919-2-1,103,1,4016170,43200,Tamiz separador de partículas líquidas - IMPLEMENTACION DE UNA PLANTA GENERADORA DE OXIGENO,Gbl.,1.00,"1,000,000.00","1,000,000.00","ATLAS COPCO BOLIVIA S.A., COMPRESORES, MAQUINARIA Y SERVICIOS","1,000,000.00","1,000,000.00",1.0,"1,000,000.00","1,000,000.00",Contratado,Cronograma 0
20-1604-00-1080159-1-1,104,1,4227000,43400,"TUBO DE OXIGENO DE 6M3 PARA RECARGA DE OXIGENO MEDICINAL, (CILINDRO 40 L)PRESION DE TRABAJO:IGUAL O MAYOR A 150 BAR TIPO DE VALVULA : CGA 540",PIEZA,"25,00","1.990,00","49.750,00",,,,"25,00","1.930,00","48.250,00",Contratado,Cronograma 0
20-1810-00-1040298-0-E,105,1,4214000,34200,OXIGENO MEDICINAL DE 1 M3,TUBOS,30.0,,,SUAREZ VACA RAFAEL,140.0,"4,200.00",30.0,140.0,"4,200.00",Contratado,Cronograma
20-1810-00-1040298-0-E,105,2,4214000,34200,OXIGENO MEDICINAL DE 6M3,TUBOS,115.0,,,SUAREZ VACA RAFAEL,300.0,"34,500.00",115.0,300.0,"34,500.00",Contratado,Cronograma
21-0906-03-1178884-1-1,106,1,1214190,34200,Oxígeno o - OXIGENO,GAS,"4.500,00","60,00","270.000,00",RAMOS PARADA JASEL ROSARIO,"60,00","270.000,00","4.500,00","60,00","270.000,00",Contratado,Cronograma 0
21-0906-03-1157784-1-1,107,1,1214190,34200,Oxígeno o - OXIGENO,GAS,"500,00","100,00","50.000,00",,,,"500,00","100,00","50.000,00",Contratado,Cronograma 0
20-1201-00-1089687-1-1,108,1,5121000,34200,CILINDRO CARGADO CON OXIGENO GAS MED. DE 6M3 (NO INCLUYE CILINDRO) (SEGUN ESPECIFICACIONES TECNICAS),TUBO,625.0,80.0,"50,000.00",,,,625.0,75.0,"46,875.00",Contratado,Cronograma 0
20-1803-00-1052310-0-E,109,1,4110000,43400,SISTEMA GENERADOR DE OXIGENO MEDICINAL,EQUIPO,1.0,,,PRODUCTOS Y SERVICIOS TECNICOS PROSERTEC S.R.L.,"498,460.00","498,460.00",1.0,"498,460.00","498,460.00",Contratado,Cronograma
20-1601-00-1039970-0-E,110,1,4214000,39400,ADQUISICION DE TUBOS DE OXIGENO MAS ACCESORIOS PARA EL CENTRO DE SALUD DE SAN ANTONIO,UNID.,1.0,,,RODRIGUEZ JORGE CESAR AUGUSTO,"49,700.00","49,700.00",1.0,"49,700.00","49,700.00",Contratado,Cronograma
21-0906-03-1158773-1-1,111,1,1214190,34200,Oxígeno o - OXIGENO,GAS,"500,00","100,00","50.000,00",,,,"500,00","100,00","50.000,00",Contratado,Cronograma 0
20-1712-00-1049899-0-E,112,1,4227000,43400,OXIGENO DE 6 M3,PIEZAS,"20,00",,,BRUNNER JUSTINIANO OLIVER,"1.400,00","28.000,00","20,00","1.400,00","28.000,00",Contratado,Cronograma
20-1712-00-1049899-0-E,112,2,4227000,43400,MANOMETRO DE PRESION,PIEZA,"20,00",,,BRUNNER JUSTINIANO OLIVER,"900,00","18.000,00","20,00","900,00","18.000,00",Contratado,Cronograma
21-0417-05-1141466-1-1,113,1,4227170,43400,"Cilindros de gas o dispositivos relacionados para uso médico - CILINDROS DE OXIGENO MEDICINAL COMPLETO DE 6M3 CON VALVULA CGA- 540, CARGADO CON OXIGENO MAS ACCESORIOS",PIEZAS,30.00,"3,650.00","109,500.00",ORELLANA AVILA JOSE GUILLERMO,"3,400.00","102,000.00",30.0,"3,400.00","102,000.00",Contratado,Cronograma 0
21-0417-09-1141742-1-1,114,1,4618170,34200,Kit de protección facial - MASCARILLA DE OXIGENO PARA ADULTO,pieza,"2.000,00","41,00","82.000,00",MAYTA PATZI ELOY ROMAN,"41,00","82.000,00","2.000,00","41,00","82.000,00",Contratado,Cronograma 0
20-1401-00-1035484-0-E,115,1,4218000,43400,5 EQUIPO GENERADOR DE OXIGENO (UNIDAD DE SALUD MUNICIPAL - PARA LA UNIDAD DE HEMODIALISIS ALM-P- 00306/20),EQUIPO,5.0,,,GUZMAN QUIROGA KATTY ROXANA LILIA,"6,380.00","31,900.00",5.0,"6,380.00","31,900.00",Contratado,Cronograma
20-0417-04-1059851-1-2,116,1,1214000,34200,OXIGENO LIQUIDO MEDICINAL,kg,"98,300.0",10.0,"983,000.00",PRAXAIR BOLIVIA S.R.L.,6.96,"684,168.00",,,,Contratado,Cronograma 0
20-1401-00-1047432-0-E,117,1,4214000,43400,5 EQUIPOS GENERADOR DE OXIGENO (UNIDAD DE SALUD MUNICIPAL - CENTRO DE REHABILITACION ABOPANE ALM-P- 00304/20),UNIDAD,5.0,,,OMAR ORLANDO LAURA NINA,"9,000.00","45,000.00",5.0,"9,000.00","45,000.00",Contratado,Cronograma
21-1101-00-1174761-1-1,118,1,1214190,34200,Oxígeno o - Adquisicion De Recarga De Oxigeno Medicinal De 6m3 (2021-04292),Unidad,"500,00","100,00","50.000,00",,,,"500,00","88,00","44.000,00",Contratado,Cronograma 0
20-0906-03-1101338-1-1,119,1,1214000,34200,OXIGENO MEDICINAL,GAS,500.0,100.0,"50,000.00",,,,500.0,100.0,"50,000.00",Contratado,Cronograma 0
20-0902-40-1042339-0-E,120,1,4214000,34200,BIGOTERA PARA OXIGENO NEONATO,PIEZA,"1,500.00",,,EID DE VILLARROEL KARLA LORENA,7.5,"11,250.00","1,500.00",7.5,"11,250.00",Contratado,Cronograma
20-0902-40-1042339-0-E,120,2,4214000,34200,FRASCO PLEUROTOMIA 800 ML,PIEZA,60.00,,,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,215.0,"12,900.00",60.00,215.0,"12,900.00",Contratado,Cronograma
20-1803-00-1042914-0-E,121,1,1213000,34200,OXIGENO DE 2200 LB,RECARG A,167.0,,,ACME INVERSIONES SRL,298.0,"49,766.00",167.0,298.0,"49,766.00",Contratado,Cronograma
21-1517-00-1146055-1-1,122,1,4231260,43700,Sistemas o kits de terapia de herida a presión negativa - REGULADOR PARA TUBO DE OXIGENO CGA-540,PIEZA,"10,00","750,00","7.500,00",,,,"10,00","650,00","6.500,00",Contratado,Cronograma 0
21-1517-00-1146055-1-1,122,2,2411180,43700,Tanques o cilindros de aire o gas - BOTELLON DE OXIGENO,PIEZA,"15,00","2.800,00","42.000,00",,,,"15,00","2.680,00","40.200,00",Contratado,Cronograma 0
20-0902-43-1038376-1-2,123,1,5121000,34200,oxigeno,gas,"44,444.0",18.0,"799,992.00",PRAXAIR BOLIVIA S.R.L.,13.0,"577,772.00","44,444.00",13.0,"577,772.00",Contratado,Cronograma 0
20-1201-00-1040707-0-E,124,1,4214000,39400,SISTEMA DE DRENAJE MEDIASTINO; D/1600 CC C/DRENAJE 22FR YB 26 FR,JUEGO,9.0,,,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,211.4,"1,902.60",9.0,211.4,"1,902.60",Contratado,Cronograma
20-1201-00-1040707-0-E,124,2,4214000,39400,SISTEMA DE DRENAJE MEDIASTINO; D/1600 CC C/DRENAJE 24FR YB 28 FR,JUEGO,9.0,,,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,211.4,"1,902.60",9.0,211.4,"1,902.60",Contratado,Cronograma
20-1201-00-1040707-0-E,124,3,4214000,39400,"CATETER VENOSO CENTRAL, TRIPLE LUMEN",PIEZA,57.0,,,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,480.3,"27,377.10",57.0,480.3,"27,377.10",Contratado,Cronograma
20-1201-00-1040707-0-E,124,4,4214000,39400,MASCARILLA PARA NEBULIZAR; (ADULTO),PIEZA,43.0,,,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,17.0,731.00,43.0,17.0,731.00,Contratado,Cronograma
20-1201-00-1040707-0-E,124,5,4214000,39400,"HUMIDIFICADOR DE OXIGENO, CON ROSCA METALICA",PIEZA,87.0,,,DGCOM S.R.L. INSUMOS Y MOBILIARIO HOSPITALARIO,158.0,"13,746.00",87.0,158.0,"13,746.00",Contratado,Cronograma
20-1201-00-1040707-0-E,124,6,4214000,39400,MASCARILLA PARA OXIGENO SIMPLE; (ADULTO),PIEZA,60.0,,,DGCOM S.R.L. INSUMOS Y MOBILIARIO HOSPITALARIO,22.5,"1,350.00",60.0,22.5,"1,350.00",Contratado,Cronograma
20-1201-00-1040707-0-E,124,7,4214000,39400,MASCARILLA PARA OXIGENO (ADULTO),PIEZA,77.0,,,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,32.0,"2,464.00",77.0,32.0,"2,464.00",Contratado,Cronograma
20-1201-00-1040707-0-E,124,8,4214000,39400,TUBO CORRUGADO DESCARTABLE; PVC AD C/2 TRAMPAS DE AGUA,PIEZA,87.0,,,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,174.0,"15,138.00",87.0,174.0,"15,138.00",Contratado,Cronograma
22-0906-03-1191869-1-1,125,1,1214190,34200,Oxígeno o - OXIGENO,GAS,"833,00","60,00","49.980,00",,,,"833,00","60,00","49.980,00",Contratado,Cronograma 0
21-0902-21-1144688-1-1,126,1,1214190,34200,Oxígeno o - Oxigeno medicinal gas 99%,M3,"18.084,0","14,00","253.176,00",3 H INDUSTRIALES S.R.L.,"14,00","253.176,00","18.084,00","14,00","253.176,00",Contratado,Cronograma 0
21-0902-21-1144688-1-1,126,2,1214190,34200,Oxígeno o - OXIGENO MEDICINAL LIQUIDO,kilos,"57.444,0","13,00","746.772,00",3 H INDUSTRIALES S.R.L.,"13,00","746.772,00","57.444,00","13,00","746.772,00",Contratado,Cronograma 0
21-1206-00-1147310-1-1,127,1,4231260,34200,Cámaras de uso tópico de oxigenoterapia de herida tópica - OXIGENO 99 % M3 MARCA 3 H INDUSTRIALES PROCEDENCIA NACIONAL,GAS,"3.222,00","15,50","49.941,00",,,,"3.222,00","15,50","49.941,00",Contratado,Cronograma 0
