cuce,list_n,tipo_a,monto_a,tipo_b,monto_b,tipo_c,monto_c
21-0046-00-1136938-1-1,298,Total Referencial:,199998,Total Adjudicado:,199998,Total Recepcionado:,199998
21-0902-43-1178400-1-1,299,Total Referencial:,499986,Total Adjudicado:,499708.23000000004,Total Recepcionado:,499708.23000000004
20-0417-07-1039349-2-1,300,Total Referencial:,245000,Total Adjudicado:,203000,Total Recepcionado:,203000
21-0906-03-1135029-1-1,301,Total Referencial:,50000,Total Recepcionado:,50000,,
20-0046-00-1039039-0-E,302,Total Adjudicado:,50600,Total Recepcionado:,50600,,
20-0906-03-1082705-1-1,303,Total Referencial:,299982,Total Adjudicado:,176460,Total Recepcionado:,176460
20-1810-00-1049592-0-E,304,Total Adjudicado:,49560,Total Recepcionado:,49560,,
21-0435-00-1155319-1-1,305,Total Referencial:,100000,Total Adjudicado:,100000,Total Recepcionado:,55790
21-0046-00-1150986-1-1,306,Total Referencial:,49986,Total Recepcionado:,49986,,
20-0902-43-1097098-1-1,307,Total Referencial:,49995,Total Recepcionado:,49904.1,,
21-0417-05-1165837-2-1,308,Total Referencial:,214900,Total Adjudicado:,180000,Total Recepcionado:,180000
20-0417-06-1078185-1-1,309,Total Referencial:,150000,Total Adjudicado:,98000,Total Recepcionado:,98000
21-0418-07-1143445-1-1,310,Total Referencial:,502122,Total Adjudicado:,501619.88,Total Recepcionado:,501619.88
20-1312-00-1040965-0-E,311,Total Adjudicado:,49200,Total Recepcionado:,49200,,
20-1702-00-1042481-0-E,312,Total Adjudicado:,49977,Total Recepcionado:,49977,,
21-1702-00-1178279-1-1,313,Total Referencial:,50000,Total Recepcionado:,50000,,
20-0417-02-1043898-0-E,314,Total Adjudicado:,38260,Total Recepcionado:,38260,,
21-0903-00-1178946-1-1,315,Total Referencial:,21810,Total Recepcionado:,19310,,
21-0422-00-1181679-1-1,316,Total Referencial:,199998,Total Adjudicado:,166665,,
21-0417-03-1176182-1-1,317,Total Referencial:,44738.880000000005,Total Recepcionado:,39400,,
20-0417-02-1041522-0-E,318,Total Adjudicado:,39050,Total Recepcionado:,39050,,
21-1101-00-1137457-1-1,319,Total Referencial:,30000,Total Recepcionado:,29700,,
20-0902-41-1095583-1-1,320,Total Referencial:,544250,Total Adjudicado:,544250,Total Recepcionado:,544250
20-0422-00-1062512-2-1,321,Total Referencial:,162750,Total Adjudicado:,99999.9,Total Recepcionado:,99999.9
21-1301-00-1170067-2-1,322,Total Referencial:,264274.52,Total Adjudicado:,264274.44,Total Recepcionado:,264274.44
20-0901-02-1064204-1-1,323,Total Referencial:,219200,Total Adjudicado:,219200,Total Recepcionado:,168910
21-1515-00-1182728-1-1,324,Total Referencial:,38000,Total Recepcionado:,29800,,
20-1810-00-1046865-0-E,325,Total Adjudicado:,34564,Total Recepcionado:,34564,,
20-0139-00-1057480-1-1,326,Total Referencial:,350000,Total Adjudicado:,289000,Total Recepcionado:,289000
21-0417-09-1140931-1-1,327,Total Referencial:,66400,Total Adjudicado:,66400,Total Recepcionado:,66400
20-0903-00-1092931-1-1,328,Total Referencial:,111454,Total Adjudicado:,35900,Total Recepcionado:,35900
20-0141-00-1067583-1-1,329,Total Referencial:,350000,Total Adjudicado:,330000,Total Recepcionado:,330000
20-0141-00-1072793-1-1,330,Total Referencial:,884400,Total Adjudicado:,864300,Total Recepcionado:,864300
21-0417-06-1120404-1-3,331,Total Referencial:,962500,Total Adjudicado:,616000,Total Recepcionado:,616000
21-0046-21-1138478-1-1,332,Total Referencial:,46950,Total Recepcionado:,40000,,
21-0905-00-1164404-1-1,333,Total Referencial:,49440,Total Recepcionado:,49440,,
21-0417-06-1120423-1-1,334,Total Referencial:,105478,Total Adjudicado:,84598,Total Recepcionado:,84598
20-0903-00-1043531-0-E,335,Total Adjudicado:,55000,,,,
21-0903-00-1156068-1-1,336,Total Referencial:,59000,Total Adjudicado:,58900,Total Recepcionado:,58900
21-1312-00-1134498-1-1,337,Total Referencial:,49873.25,Total Recepcionado:,43063.51,,
20-0903-00-1081943-1-1,338,Total Referencial:,42500,Total Recepcionado:,42500,,
20-1401-00-1053009-1-1,339,Total Referencial:,188000,Total Adjudicado:,179600,Total Recepcionado:,179600
21-0139-00-1122009-1-1,340,Total Referencial:,47000,Total Recepcionado:,47000,,
21-0417-06-1120421-1-1,341,Total Referencial:,74000,Total Adjudicado:,73000,Total Recepcionado:,73000
20-0903-00-1053946-1-1,342,Total Referencial:,61200,Total Adjudicado:,61200,Total Recepcionado:,61200
20-0902-39-1043071-0-E,343,Total Adjudicado:,21550,Total Recepcionado:,21550,,
20-0417-09-1095352-1-1,344,Total Referencial:,997360,Total Recepcionado:,997350,,
21-1342-00-1183865-1-1,345,Total Referencial:,33000,Total Recepcionado:,33000,,
21-0902-01-1179793-1-1,346,Total Referencial:,990000,Total Adjudicado:,984500,Total Recepcionado:,984500
20-0139-00-1057469-2-1,347,Total Referencial:,62640,Total Adjudicado:,62640,Total Recepcionado:,62640
21-0417-09-1140151-1-1,348,Total Referencial:,105160,Total Adjudicado:,104795,Total Recepcionado:,104795
20-0903-00-1091137-1-1,349,Total Referencial:,143100,Total Recepcionado:,143100,,
20-1312-00-1088644-1-1,350,Total Referencial:,806561.25,Total Recepcionado:,806561.25,,
20-0903-00-1073257-1-1,351,Total Referencial:,65000,Total Adjudicado:,61500,Total Recepcionado:,61500
19-0417-03-1043195-0-E,352,Total Adjudicado:,45148,Total Recepcionado:,45148,,
21-0905-00-1162532-1-1,353,Total Referencial:,49440,Total Recepcionado:,49440,,
20-0903-00-1079919-1-1,354,Total Referencial:,37584,Total Recepcionado:,36500,,
21-0417-03-1143741-1-1,355,Total Referencial:,49797,Total Recepcionado:,49797,,
20-0141-00-1081437-1-1,356,Total Referencial:,994600,Total Adjudicado:,740120,Total Recepcionado:,740120
21-0513-00-1149158-1-1,357,Total Referencial:,742500,Total Adjudicado:,513000,Total Recepcionado:,266000
20-0903-00-1039627-0-E,358,Total Adjudicado:,283990,Total Recepcionado:,283990,,
21-0417-07-1121399-1-1,359,Total Referencial:,49838,Total Recepcionado:,49312,,
21-0903-00-1144264-1-1,360,Total Referencial:,33000,Total Recepcionado:,33000,,
20-0906-00-1079395-1-1,361,Total Referencial:,249000,Total Recepcionado:,249000,,
20-0046-26-1040239-0-E,362,Total Adjudicado:,42000,Total Recepcionado:,42000,,
21-0141-00-1114482-1-1,363,Total Referencial:,387950.99000000005,Total Adjudicado:,257045.5,Total Recepcionado:,257045.5
21-0417-06-1158864-1-1,364,Total Referencial:,330000,Total Adjudicado:,240000,Total Recepcionado:,240000
20-1247-00-1102074-1-1,365,Total Referencial:,191990,Total Recepcionado:,186730,,
21-1702-00-1185208-1-1,366,Total Referencial:,50000,Total Recepcionado:,49975,,
21-0905-00-1181603-1-1,367,Total Referencial:,49824,Total Recepcionado:,49824,,
20-0901-02-1093821-1-1,368,Total Referencial:,1242168,Total Recepcionado:,1242168,,
21-0417-03-1177928-1-1,369,Total Referencial:,697165,Total Adjudicado:,697100,Total Recepcionado:,697100
20-1301-00-1040964-0-E,370,Total Adjudicado:,28500,Total Recepcionado:,28500,,
20-0417-03-1040632-0-E,371,Total Adjudicado:,23312,Total Recepcionado:,23312,,
20-0141-00-1066679-1-1,372,Total Referencial:,105900,Total Adjudicado:,105890,Total Recepcionado:,105890
20-0903-00-1095133-1-1,373,Total Referencial:,49300,Total Recepcionado:,49271,,
20-0417-05-1086054-1-1,374,Total Referencial:,24750,Total Recepcionado:,24750,,
20-0139-00-1057471-1-1,375,Total Referencial:,140000,Total Adjudicado:,140000,Total Recepcionado:,140000
20-0046-26-1039709-0-E,376,Total Adjudicado:,35400,Total Recepcionado:,35400,,
21-0170-00-1137192-1-1,377,Total Referencial:,20915,Total Recepcionado:,20915,,
21-0423-00-1157062-1-1,378,Total Referencial:,56000,Total Adjudicado:,55600,Total Recepcionado:,55600
21-0903-00-1180493-1-1,379,Total Referencial:,146800,Total Adjudicado:,67895,Total Recepcionado:,67895
21-0139-00-1115574-1-1,380,Total Referencial:,43260,Total Recepcionado:,43260,,
21-0902-43-1184436-1-1,381,Total Referencial:,34846,Total Recepcionado:,28086,,
21-0417-06-1119813-1-2,382,Total Referencial:,980500,Total Adjudicado:,240500,Total Recepcionado:,240500
20-0902-44-1046068-1-1,383,Total Referencial:,114000,Total Adjudicado:,114000,,
20-0417-03-1041354-1-1,384,Total Referencial:,600000,Total Adjudicado:,600000,,
21-0417-06-1122867-1-3,385,Total Referencial:,275000,Total Adjudicado:,57750,Total Recepcionado:,57750
21-0903-00-1184023-1-1,386,Total Referencial:,49000,Total Recepcionado:,20230,,
21-0139-00-1111234-1-1,387,Total Referencial:,48000,Total Recepcionado:,48000,,
21-1706-00-1150538-1-1,388,Total Referencial:,495000,Total Recepcionado:,372000,,
20-0417-06-1075263-1-1,389,Total Referencial:,760000,Total Adjudicado:,400000,Total Recepcionado:,400000
21-0417-01-1112943-1-1,390,Total Referencial:,850000,Total Adjudicado:,500000,Total Recepcionado:,500000
21-1514-00-1148092-1-1,391,Total Referencial:,30000,Total Recepcionado:,13900,,
21-1601-00-1135677-2-1,392,Total Referencial:,650000,Total Adjudicado:,500000,Total Recepcionado:,500000
21-0423-00-1158315-1-1,393,Total Referencial:,28000,Total Recepcionado:,25900,,
21-0417-09-1140830-1-1,394,Total Referencial:,74420,Total Adjudicado:,74419.3,Total Recepcionado:,74419.3
20-0417-02-1094302-1-1,395,Total Referencial:,298000,Total Recepcionado:,298000,,
21-0903-13-1177480-1-1,396,Total Referencial:,562290,Total Adjudicado:,414200,Total Recepcionado:,414200
21-0139-00-1115117-1-1,397,Total Referencial:,46200,Total Recepcionado:,46200,,
21-1101-00-1143666-1-1,398,Total Referencial:,50000,Total Recepcionado:,50000,,
20-0417-09-1042550-0-E,399,Total Adjudicado:,41580,Total Recepcionado:,41580,,
21-0046-28-1113583-1-1,400,Total Referencial:,994150,Total Adjudicado:,549850,Total Recepcionado:,549850
21-0046-28-1111232-1-1,401,Total Referencial:,48750,Total Recepcionado:,40000,,
21-0417-01-1120120-1-1,402,Total Referencial:,48000,Total Recepcionado:,36000,,
21-0422-00-1137760-1-1,403,Total Referencial:,49950,Total Recepcionado:,34410,,
20-0902-44-1046092-1-1,404,Total Referencial:,60000,Total Adjudicado:,60000,,
21-0423-00-1140163-1-1,405,Total Referencial:,124763,Total Adjudicado:,107400,Total Recepcionado:,107400
21-0417-06-1119465-1-2,406,Total Referencial:,795000,Total Adjudicado:,240000,Total Recepcionado:,240000
22-0046-28-1194051-1-1,407,Total Referencial:,50000,Total Recepcionado:,31125,,
21-1507-00-1179497-1-1,408,Total Referencial:,91000,Total Adjudicado:,26000,Total Recepcionado:,26000
20-0417-03-1051198-0-E,409,Total Adjudicado:,30400,Total Recepcionado:,30400,,
20-0046-28-1102142-1-1,410,Total Referencial:,50000,Total Recepcionado:,42500,,
20-0417-06-1092021-1-1,411,Total Referencial:,38000,Total Recepcionado:,17500,,
21-0423-00-1105546-1-1,412,Total Referencial:,49400,Total Recepcionado:,33800,,
20-1301-00-1100106-1-1,413,Total Referencial:,800000,Total Recepcionado:,542350,,
21-0423-00-1140341-1-1,414,Total Referencial:,36000,Total Recepcionado:,14000,,
21-0422-00-1107610-1-1,415,Total Referencial:,48000,Total Recepcionado:,36800,,
21-1201-00-1178706-1-1,416,Total Referencial:,43750,Total Recepcionado:,43750,,
20-1302-00-1038010-0-E,417,Total Adjudicado:,49965,Total Recepcionado:,49965,,
20-1404-00-1087548-1-1,419,Total Referencial:,60080,Total Recepcionado:,54072,,
20-0901-02-1097096-1-1,420,Total Referencial:,98406,Total Recepcionado:,98406,,
20-1312-00-1041320-0-E,421,Total Adjudicado:,49150,Total Recepcionado:,49150,,
20-1215-00-1050547-0-E,422,Total Adjudicado:,425350,Total Recepcionado:,425350,,
20-1404-00-1044385-0-E,423,Total Adjudicado:,47600,Total Recepcionado:,47600,,
20-1205-00-1088530-1-1,424,Total Referencial:,175770,Total Recepcionado:,175770,,
20-1260-00-1039322-0-E,425,Total Adjudicado:,32895.8,Total Recepcionado:,32895.8,,
20-1208-00-1089519-1-1,426,Total Referencial:,433100,Total Adjudicado:,430570,Total Recepcionado:,430570
20-1316-00-1055996-1-1,427,Total Referencial:,199989.66,Total Adjudicado:,84946.16,Total Recepcionado:,84946.16
20-1211-00-1050253-0-E,428,Total Adjudicado:,178120,,,,
20-1228-00-1086369-1-1,429,Total Referencial:,49934.92,Total Recepcionado:,49934.92,,
20-1201-00-1039527-0-E,430,Total Adjudicado:,233298,Total Recepcionado:,233298,,
20-1701-00-1042311-0-E,431,Total Adjudicado:,57000,Total Recepcionado:,57000,,
20-1260-00-1038273-0-E,432,Total Adjudicado:,32197.8,Total Recepcionado:,32197.8,,
20-1206-00-1040264-0-E,433,Total Adjudicado:,42720,Total Recepcionado:,42720,,
20-1312-00-1097726-1-1,434,Total Referencial:,45207,Total Recepcionado:,45207,,
20-1749-00-1083520-1-1,435,Total Referencial:,56700,Total Recepcionado:,56700,,
20-1731-00-1098806-1-1,436,Total Referencial:,47100,Total Recepcionado:,33000,,
20-1279-00-1044013-0-E,437,Total Adjudicado:,39850,Total Recepcionado:,39850,,
21-0423-00-1148355-1-1,438,Total Referencial:,40500,Total Recepcionado:,34500,,
20-1315-00-1049247-0-E,439,Total Adjudicado:,45000,,,,
20-1303-00-1047204-0-E,440,Total Adjudicado:,49980,Total Recepcionado:,49980,,
20-1521-00-1049272-0-E,441,Total Adjudicado:,45000,Total Recepcionado:,45000,,
20-1215-00-1050525-0-E,442,Total Adjudicado:,204000,Total Recepcionado:,204000,,
20-1507-00-1062643-1-1,443,Total Referencial:,125108,Total Adjudicado:,53295,Total Recepcionado:,53295
20-1206-00-1094070-1-1,444,Total Referencial:,47000,Total Recepcionado:,47000,,
20-1507-00-1050563-0-E,445,Total Adjudicado:,42050,Total Recepcionado:,42050,,
20-1905-00-1038031-0-E,446,Total Adjudicado:,88590,,,,
20-1501-00-1052139-0-E,447,Total Adjudicado:,49985,,,,
20-1301-00-1051544-0-E,448,Total Adjudicado:,90840,,,,
20-1204-00-1046102-0-E,449,Total Adjudicado:,49443,Total Recepcionado:,49443,,
20-1312-00-1048707-0-E,450,Total Adjudicado:,60060,Total Recepcionado:,60060,,
20-0139-00-1057480-1-1,451,Total Referencial:,350000,Total Adjudicado:,289000,Total Recepcionado:,289000
20-1201-18-1040587-0-E,452,Total Adjudicado:,171000,Total Recepcionado:,171000,,
20-1604-00-1039050-0-E,453,Total Adjudicado:,199970,Total Recepcionado:,199970,,
21-0901-02-1146681-1-2,454,Total Referencial:,102900,Total Recepcionado:,92400,,
20-0902-00-1041495-0-E,455,Total Adjudicado:,112000,,,,
20-1220-00-1039407-0-E,456,Total Adjudicado:,398112,Total Recepcionado:,398112,,
20-0902-43-1038906-0-E,457,Total Adjudicado:,44812.8,Total Recepcionado:,44812.8,,
20-1345-00-1065630-2-1,458,Total Referencial:,1200120,Total Adjudicado:,1196424,Total Recepcionado:,1196424
20-1428-00-1096738-1-1,459,Total Referencial:,110000,Total Recepcionado:,109500,,
20-1301-00-1100618-1-1,461,Total Referencial:,101581.05,Total Recepcionado:,101581.05,,
20-1434-00-1100781-1-1,462,Total Referencial:,40500,Total Recepcionado:,40500,,
20-1410-00-1070837-2-1,463,Total Referencial:,350000,Total Adjudicado:,347700,Total Recepcionado:,347700
20-1734-00-1046540-0-E,464,Total Adjudicado:,23200,Total Recepcionado:,23200,,
21-1201-00-1174053-1-1,465,Total Referencial:,30788,Total Recepcionado:,18440,,
20-1301-00-1090654-1-1,466,Total Referencial:,1260000,Total Recepcionado:,780000,,
20-1122-00-1094112-1-1,467,Total Referencial:,26950,Total Recepcionado:,26950,,
20-1711-00-1048569-0-E,468,Total Adjudicado:,47550,Total Recepcionado:,47550,,
20-1206-00-1091679-1-1,469,Total Referencial:,56500,Total Recepcionado:,56500,,
20-1312-00-1049624-0-E,470,Total Adjudicado:,41520,Total Recepcionado:,41520,,
20-1260-00-1043114-0-E,471,Total Adjudicado:,49950,Total Recepcionado:,49950,,
20-1324-00-1043951-0-E,472,Total Adjudicado:,27090,Total Recepcionado:,27090,,
20-1406-00-1074661-1-1,473,Total Referencial:,36750,Total Recepcionado:,30160,,
20-1324-00-1083134-1-1,474,Total Referencial:,63500,Total Recepcionado:,50050,,
20-1303-00-1040438-0-E,475,Total Adjudicado:,41675,Total Recepcionado:,41675,,
20-1301-00-1044744-0-E,476,Total Adjudicado:,27360,,,,
21-1228-00-1115799-1-1,477,Total Referencial:,48939.09,Total Recepcionado:,48939.09,,
20-1206-00-1040229-0-E,478,Total Adjudicado:,44000,Total Recepcionado:,44000,,
20-4601-00-1043059-0-E,479,Total Adjudicado:,49392,Total Recepcionado:,49392,,
20-1245-00-1100344-1-1,480,Total Referencial:,44151.729999999996,Total Recepcionado:,44151.729999999996,,
20-1206-00-1050987-0-E,481,Total Adjudicado:,31500,Total Recepcionado:,31500,,
20-1279-00-1101699-1-1,482,Total Referencial:,36458.5,Total Recepcionado:,36458.5,,
20-1262-00-1046432-0-E,483,Total Adjudicado:,182084,Total Recepcionado:,182084,,
20-4601-03-1050488-0-E,484,Total Adjudicado:,36000,Total Recepcionado:,36000,,
20-1316-00-1083596-1-1,485,Total Referencial:,11914,Total Adjudicado:,,,
20-1316-00-1083596-1-1,485,Total Referencial:,5000,,,,
20-1316-00-1083596-1-1,485,Total Referencial:,47600,Total Adjudicado:,40936,Total Recepcionado:,40936
20-1430-00-1097794-1-1,486,Total Referencial:,22256,Total Recepcionado:,21980,,
20-1236-00-1046189-0-E,487,Total Adjudicado:,32451,Total Recepcionado:,32451,,
20-1245-00-1101223-1-1,488,Total Referencial:,86653.67000000001,Total Recepcionado:,86653.67000000001,,
20-1208-00-1092028-1-1,489,Total Referencial:,41947,Total Adjudicado:,39550,Total Recepcionado:,39550
20-1208-00-1092028-1-1,489,Total Referencial:,269528,Total Adjudicado:,269465,Total Recepcionado:,269465
20-1208-00-1092028-1-1,489,Total Referencial:,40800,Total Adjudicado:,40200,Total Recepcionado:,40200
20-1208-00-1092028-1-1,489,Total Referencial:,96800,Total Adjudicado:,87430,Total Recepcionado:,87430
20-1208-00-1092028-1-1,489,Total Referencial:,198390,Total Adjudicado:,197640,Total Recepcionado:,197640
20-1208-00-1092028-1-1,489,Total Referencial:,2475,Total Adjudicado:,2400,Total Recepcionado:,
21-1201-00-1168860-1-1,490,Total Referencial:,198700,Total Adjudicado:,197086,Total Recepcionado:,197086
21-0139-00-1115574-1-1,491,Total Referencial:,43260,Total Recepcionado:,43260,,
21-0423-00-1145033-1-1,492,Total Referencial:,49140.2,Total Recepcionado:,48940.2,,
20-1734-00-1046566-0-E,493,Total Adjudicado:,36000,Total Recepcionado:,36000,,
20-1301-00-1048720-0-E,494,Total Adjudicado:,300000,Total Recepcionado:,300000,,
20-1301-00-1051180-0-E,495,Total Adjudicado:,104500,,,,
20-1115-00-1077334-1-1,496,Total Referencial:,125925,Total Adjudicado:,125800,Total Recepcionado:,125800
20-1704-00-1094074-1-1,497,Total Referencial:,642200,Total Adjudicado:,642200,Total Recepcionado:,642200
20-1257-00-1100851-1-1,498,Total Referencial:,51000,Total Recepcionado:,46750,,
20-1301-00-1049671-0-E,499,Total Adjudicado:,499799,,,,
20-1302-00-1098998-1-1,500,Total Referencial:,110000,Total Recepcionado:,110000,,
20-1301-00-1051051-0-E,501,Total Adjudicado:,64000,,,,
20-1279-00-1089134-1-1,502,Total Referencial:,49520,Total Recepcionado:,45742.96,,
20-4601-00-1052508-0-E,503,Total Adjudicado:,49969,Total Recepcionado:,49969,,
20-1402-00-1039929-0-E,504,Total Adjudicado:,21000,,,,
20-1801-00-1078847-1-2,505,Total Referencial:,98560,Total Recepcionado:,98560,,
20-1515-00-1092771-1-1,506,Total Referencial:,22640,Total Recepcionado:,20670,,
20-1302-00-1049451-0-E,507,Total Adjudicado:,252750,Total Recepcionado:,252750,,
20-1228-00-1084033-1-1,508,Total Referencial:,49950,Total Recepcionado:,49950,,
20-1301-00-1048615-0-E,509,Total Adjudicado:,434000,,,,
20-1734-00-1046443-0-E,510,Total Adjudicado:,56100,Total Recepcionado:,56100,,
20-1326-00-1054054-1-1,511,Total Referencial:,60000,Total Adjudicado:,35000,Total Recepcionado:,35000
20-0902-07-1061669-1-1,512,Total Referencial:,67200,Total Adjudicado:,66784,Total Recepcionado:,66784
21-1302-00-1107676-1-1,513,Total Referencial:,49992,Total Recepcionado:,24000,,
20-0906-03-1047134-0-E,514,Total Adjudicado:,40645,Total Recepcionado:,40645,,
20-1317-00-1040114-0-E,515,Total Adjudicado:,26260,Total Recepcionado:,26260,,
20-1301-00-1047104-0-E,516,Total Adjudicado:,238000,,,,
20-1301-00-1049685-0-E,517,Total Adjudicado:,995000,,,,
20-0423-00-1038667-0-E,518,Total Adjudicado:,41500,Total Recepcionado:,41500,,
21-0513-00-1165553-1-1,519,Total Referencial:,96750,Total Adjudicado:,76275,Total Recepcionado:,76275
