tema,cuce,entidad,tipo_contratacion,modalidad,objeto,estado.x,subasta,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_proceso,persona_contacto,garantia,costo_pliego,arpc,reunion_aclaracion,fecha_adjudicacion_desierta,departamento,normativa,numero,codigo_unspsc,objeto_de_gasto,descripcion_del_bien_o_servicio,unidad_de_medida,cantidad,precio_referencial_unitario,precio_referencial_total,nombre_o_razon_social_del_proponente_adjudicado,precio_unitario_adjudicado,total_adjudicado,cantidad_recepcionada,precio_unitario_real,monto_real_ejecutado,estado.y,cronograma
coronavirus,20-1805-00-1037405-0-E,Gobierno Autonomo Municipal De Guayaramerin,Bienes,EM,"Adquisicion De Emergencia De Productos Quimicos Y Farmaceuticos (Medicamentos E Insumos ) Para La Emergencia Sanitaria Para La Prevencion, Control Y Atencion Del Coronavirus En El Municipio De Guayaramerin Correspondiente A La Gestion 2020",Contratado,NA,NA,2020-03-23,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Fabiola Aliaga Anara (Telf: 8553628),NA,NA,-,NA,2020-03-20,Beni,NB-SABS (D.S.0181),1,5121000,34200,"ADQUISICION DE EMERGENCIA DE PRODUCTOS QUIMICOS Y FARMACEUTICOS (MEDICAMENTOS E INSUMOS ) PARA LA EMERGENCIA SANITARIA PARA LA PREVENCION, CONTROL Y ATENCION DEL CORONAVIRUS EN EL MUNICIPIO DE GUAYAR",GLOBAL,1,NA,NA,CORDERO GUARI LUIS ALBERTO,120000,120000,1,120000,120000,Contratado,Cronograma
coronavirus,20-1805-00-1037428-0-E,Gobierno Autonomo Municipal De Guayaramerin,Bienes,EM,"Adquisicion De Material De Escritorio Y Oficina Para La Emergencia Sanitaria Para La Prevencion, Control Y Atencion Del Coronavirus Correspondiente A La Gestion 2020",Contratado,NA,NA,2020-03-23,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Fabiola Aliaga Anara (Telf: 8553628),NA,NA,-,NA,2020-03-20,Beni,NB-SABS (D.S.0181),1,4411000,39500,"ADQUISICION DE MATERIAL DE ESCRITORIO Y OFICINA PARA LA EMERGENCIA SANITARIA PARA LA PREVENCION, CONTROL Y ATENCION DEL CORONAVIRUS CORRESPONDIENTE A LA GESTION 2020",GLOBAL,1,NA,NA,MAIMURA SIERRA FREDDY HIROSHI,30000,30000,1,30000,30000,Contratado,Cronograma
coronavirus,20-1805-00-1037457-0-E,Gobierno Autonomo Municipal De Guayaramerin,Bienes,EM,Adquisicion De Emergencia De Material De Limpieza E Higiene Para La Emergencia Sanitria Para La Prevencion Control Y Atencion Del Coronavirus Correspondiente A La Gestion 2020,Contratado,NA,NA,2020-03-24,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Fabiola Aliaga Anara (Telf: 8553628),NA,NA,-,NA,2020-03-20,Beni,NB-SABS (D.S.0181),1,4713000,39100,ADQUISICION DE EMERGENCIA DE MATERIAL DE LIMPIEZA E HIGIENE PARA LA EMERGENCIA SANITRIA PARA LA PREVENCION CONTROL Y ATENCION DEL CORONAVIRUS CORRESPONDIENTE A LA GESTION 2020,GLOBAL,1,NA,NA,TORRICO MERUVIA VLADIMIR ISAIAS,30000,30000,1,30000,30000,Contratado,Cronograma
coronavirus,20-1805-00-1037462-0-E,Gobierno Autonomo Municipal De Guayaramerin,Bienes,EM,"Adquisicion De Productos De Minerales No Metalicos Y Plasticos Para La Emergencia Sanitaria Para La Prevencion, Control Y Atencion Del Coronavirus Correspondiente A La Gestion 2020",Contratado,NA,NA,2020-03-24,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Fabiola Aliaga Anara (Telf: 8553628),NA,NA,-,NA,2020-03-20,Beni,NB-SABS (D.S.0181),1,4713000,34500,"ADQUISICION DE PRODUCTOS DE MINERALES NO METALICOS Y PLASTICOS PARA LA EMERGENCIA SANITARIA PARA LA PREVENCION, CONTROL Y ATENCION DEL CORONAVIRUS CORRESPONDIENTE A LA GESTION 2020",GLOBAL,1,NA,NA,TORRICO MERUVIA VLADIMIR ISAIAS,50000,50000,1,50000,50000,Contratado,Cronograma
alcohol,20-1805-00-1037523-0-E,Gobierno Autonomo Municipal De Guayaramerin,Bienes,CM,"Adquisicion De Productos Quimicos (Lavandina, Alcohol, Acetona Insecticida Y Cal) Para El Materno Infantil Correspondiente A La Gestion 2020",Contratado,NA,NA,2020-03-25,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Fabiola Aliaga Anara (Telf: 8553628),NA,NA,-,NA,2020-03-16,Beni,NB-SABS (D.S.0181),1,5121000,34200,"ADQUISICION DE PRODUCTOS QUIMICOS (LAVANDINA, ALCOHOL, ACETONA INSECTICIDA Y CAL) PARA EL MATERNO INFANTIL CORRESPONDIENTE A LA GESTION 2020",GLOBAL,1,NA,NA,TORRICO MERUVIA VLADIMIR ISAIAS,31995,31995,1,31995,31995,Contratado,Cronograma
barbijo,20-0046-10-1037510-0-E,Caja De Salud Cordes La Paz,Bienes,CM,2000 Barbijos N95 Starkit Lh9019,Contratado,NA,NA,2020-03-25,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Leonardo Chuquimia Monzon (Telf: 2441611-2442192),NA,NA,-,NA,2020-03-24,La Paz,NB-SABS (D.S.0181),1,4217000,39990,2000 BARBIJOS N95 STARKIT LH9019,UNIDAD,2000,NA,NA,MONTAÑO ALVARADO CARLOS GUSTAVO,21,42000,2000,21,42000,Contratado,Cronograma
todos_temas,20-0046-26-1037456-1-1,Instituto Nacional De Laboratorios De Salud Inlasa,Bienes,ANPE,Adquisicion De Ampollas Color Ambar Para El Laboratorio De Produccion De Vacuna Antirrabica De Uso Humano Del Inlasa,Contratado,NA,2020-03-31,2020-03-25,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionContrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 100FORM 170FORM 200FORM 500,Ver Ficha,Alfredo Victor  Paye  Ichuta (Telf: 2226048),NA,NA,-,NA,2020-04-15,La Paz,NB-SABS (D.S.0181),1,4112000,39400,"Ampollas de color ámbar de vidrio neutro, capacidad 2 ml",UNIDAD,60000,1.45,87000,LABORATORIOS VITA S.A.,1.45,87000,60000,1.45,87000,Contratado,Cronograma 0
alcohol,20-0907-00-1036360-0-E,Gobierno Autónomo Departamental De Santa Cruz,Bienes,CM,Adquisiciã??N De Alcohol Para El Almacã??N Del Hospital San Juan De Dios Gestiã??N 2020,Contratado,NA,NA,2020-03-26,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Lorgio Peinado Justiniano (Telf: 3636300/3-3332760 /3636256),NA,NA,-,NA,2020-03-06,Santa Cruz,NB-SABS (D.S.0181),1,5121000,34200,ALCOHOL 96%,FRASCO,3300,NA,NA,RODRIGUEZ LOPEZ DEJHANIR GRICELDA,15,49500,3300,15,49500,Contratado,Cronograma
alcohol,20-1301-00-1037578-0-E,Gobierno Autonomo Municipal De Cochabamba,Bienes,CM,Adquisicion De Alcohol En Gel De 5 Litros Neutro Para Los Centros De Salud De Segundo Nivel Red Cercado,Contratado,NA,NA,2020-03-26,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Hamel Let Jacinto Ossa Lozada (Telf: 4258103- 4425810-4258030),NA,NA,-,NA,2020-03-18,Cochabamba,NB-SABS (D.S.0181),1,4713000,39100,ADQUISICION DE ALCOHOL EN GEL DE 5 LITROS NEUTRO PARA LOS CENTROS DE SALUD DE SEGUNDO NIVEL RED CERCADO,BIDON,410,NA,NA,ROCHA SILES VLADIMIR WALTER,120,49200,410,120,49200,Contratado,Cronograma
alcohol,20-1301-00-1037577-0-E,Gobierno Autonomo Municipal De Cochabamba,Bienes,CM,Adquisicion De Alcohol En Gel Neutro De Uso Hospitalario De 1000 Ml Para Centros De Salud De La Red Cercado,Contratado,NA,NA,2020-03-26,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Hamel Let Jacinto Ossa Lozada (Telf: 4258103- 4425810-4258030),NA,NA,-,NA,2020-03-17,Cochabamba,NB-SABS (D.S.0181),1,4713000,39100,ADQUISICION DE ALCOHOL EN GEL NEUTRO DE USO HOSPITALARIO DE 1000 ML PARA CENTROS DE SALUD DE LA RED CERCADO,PIEZA,1847,NA,NA,ROCHA SILES VLADIMIR WALTER,27,49869,1847,27,49869,Contratado,Cronograma
coronavirus,20-4601-00-1037552-0-E,Gobierno Autonomo Regional Del Gran Chaco,Bienes,CM,"Adquisicion De Instrumental Medico, Insumos Y Equipamiento Medico Para La Sala De Aislamiento En El Hospital Fray Quebracho Para La Prevencion, Control Y Atencion Del Coronavirus (Covid-19)",Contratado,NA,NA,2020-03-26,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Yessica Pamela  Torrez (Telf: 46822041),NA,NA,-,NA,2020-03-23,Tarija,NB-SABS (D.S.0181),1,4217000,39400,"ADQUISICION DE INSTRUMENTAL MEDICO, INSUMOS Y EQUIPAMIENTO MEDICO PARA LA SALA DE AISLAMIENTO EN EL HOSPITAL FRAY QUEBRACHO PARA LA PREVENCION, CONTROL Y ATENCION DEL CORONAVIRUS (COVID-19)",INSTRUM ENTAL MEDICO,1,NA,NA,DISTRIBUIDORA SAN LUCAS TARIJA S.R.L.,36310,36310,36310,1,36310,Contratado,Cronograma
oxigeno,20-0517-00-1037588-0-E,Corporacion Minera De Bolivia - Comibol,Bienes,CD,Clq-20-10 Adquisicion De Oxigeno Y Acetileno Industrial Gestion 2020 (Recurrente),Contratado,NA,NA,2020-03-27,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Franz Felix Merlo Charca (Telf: 2682100 - 2682107-2901106),NA,NA,-,NA,2020-01-28,La Paz,NB-SABS (D.S.0181),1,1214000,34200,OXIGENO INDUSTRIAL,M3,2880,NA,NA,3 H INDUSTRIALES S.R.L.,20,57600,NA,NA,NA,Contratado,Cronograma
oxigeno,20-0902-43-1037699-0-E,Hospital Del Norte,Bienes,CM,Primera Adquisiciã?N De Oxigeno Gas 93% - 99%,Contratado,NA,NA,2020-03-31,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Esther Jimena Hilario Espejo (Telf: 2864070),NA,NA,-,NA,2020-02-28,La Paz,NB-SABS (D.S.0181),1,5121000,34200,OXIGENO,3M,5000,NA,NA,PRAXAIR BOLIVIA S.R.L.,10,50000,5000,10,50000,Contratado,Cronograma
alcohol,20-0902-21-1037756-0-E,Hospital De Clinicas,Bienes,CM,Adquisicion De Alcohol Medicinal Al 70% Para Quirofano,Contratado,NA,NA,2020-04-01,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Juan Pumarino Mendoza (Telf: 2245059),NA,NA,-,NA,2020-03-16,La Paz,NB-SABS (D.S.0181),1,4229000,34200,ADQUISICION DE ALCOHOL MEDICINAL AL 70% PARA QUIROFANO,1,1,NA,NA,OVIEDO HUERTA AYDA LILA,40000,40000,1,40000,40000,Contratado,Cronograma
barbijo,20-1302-00-1037747-0-E,Gobierno Autonomo Municipal De Quillacollo,Bienes,CM,Compra De Barbijos Descartables Por Emergencia Para Prevencion Del Covid-19 Para El Hospital Benigno Sanchez,Contratado,NA,NA,2020-04-01,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Luis Gonzalo Iriarte Aranibar (Telf: 4260095),NA,NA,-,NA,2020-03-24,Cochabamba,NB-SABS (D.S.0181),1,5121000,34200,COMPRA DE BARBIJOS DESCARTABLES POR EMERGENCIA PARA PREVENCION DEL COVID-19 PARA EL HOSPITAL BENIGNO SANCHEZ,GLOBAL,1,NA,NA,QUISPE TIPOLA ROMULO,49980,49980,1,49980,49980,Contratado,Cronograma
oxigeno,20-0906-03-1037723-0-E,Servicio Departamental De Salud Tarija - Sedes,Bienes,CM,Primera Adquisición De Oxigeno Medicinal (1-Feb) Para El Hospital Regional San Juan De Dios,Contratado,NA,NA,2020-04-01,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Maria Eugenia  Yuca (Telf: 4-6643257),NA,NA,-,NA,2020-03-03,Tarija,NB-SABS (D.S.0181),1,5121000,34200,RECARGA DE OXIGENO MEDICINAL EN CILINDRO 6M3,GAS,714,NA,NA,OXISUR S.R.L.,69.95,49944.3,714,69.95,49944.3,Contratado,Cronograma
alcohol,20-0170-00-1037798-0-E,Escuela Militar De Ingenieria,Bienes,CM,Adquisicion De (Alcohol En Gel) Para Las Patrullas De La Unidad Academica La Paz Gestion 2020,Contratado,NA,NA,2020-04-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioInformeActa o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Bruno Omar Callisaya Bustamante (Telf: 2431641),NA,NA,-,NA,2020-03-23,La Paz,NB-SABS (D.S.0181),1,4713000,39100,ADQUISICION DE (ALCOHOL EN GEL) PARA LAS PATRULLAS DE LA UNIDAD ACADEMICA LA PAZ GESTION 2020,UNIDAD,2400,NA,NA,QUENTA CENTENO LOURDES ROXANA,20,48000,2400,20,48000,Contratado,Cronograma
barbijo,20-0902-21-1037795-0-E,Hospital De Clinicas,Bienes,CM,Adquisicion De Barbijo N-95 Para Epidemiologia,Contratado,NA,NA,2020-04-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Juan Pumarino Mendoza (Telf: 2245059),NA,NA,-,NA,2020-03-16,La Paz,NB-SABS (D.S.0181),1,4219000,34200,ADQUISICION DE BARBIJO N-95 PARA EPIDEMIOLOGIA,1,1,NA,NA,GONZALES ROCHA MARIA RENEE,48000,48000,1,48000,48000,Contratado,Cronograma
barbijo,20-0902-21-1037792-0-E,Hospital De Clinicas,Bienes,CM,Adquisicion De Barbijo Descartable Con Liga Por Emergencia,Contratado,NA,NA,2020-04-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Juan Pumarino Mendoza (Telf: 2245059),NA,NA,-,NA,2020-03-13,La Paz,NB-SABS (D.S.0181),1,4219000,34200,ADQUISICION DE BARBIJO DESCARTABLE CON LIGA POR EMERGENCI,1,1,NA,NA,DUEÑAS RIVERA VICTOR HUGO,49500,49500,1,49500,49500,Contratado,Cronograma
oxigeno,20-1805-00-1037775-0-E,Gobierno Autonomo Municipal De Guayaramerin,Bienes,CM,Adquisicion De Productos Quimicos (Oxigeno) Par Alos Establecimientos De Salud Correspondiente A La Gestion 2020,Contratado,NA,NA,2020-04-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Fabiola Aliaga Anara (Telf: 8553628),NA,NA,-,NA,2020-03-17,Beni,NB-SABS (D.S.0181),1,5121000,34200,ADQUISICION DE PRODUCTOS QUIMICOS (OXIGENO) PAR ALOS ESTABLECIMIENTOS DE SALUD CORRESPONDIENTE A LA GESTION 2020,GLOBAL,1,NA,NA,TORRICO MERUVIA VLADIMIR ISAIAS,49700,49700,1,49700,49700,Contratado,Cronograma
alcohol,20-0249-00-1037836-0-E,Central De Abastecimiento Y Suministros Salud,Bienes,CM,Adquisición De Alcohol Etílico (Etanol),Contratado,NA,NA,2020-04-03,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Pedro Herlan Daza Gutierrez (Telf: 2850396 - 2852308 - 2853429),NA,NA,-,NA,2020-02-13,La Paz,NB-SABS (D.S.0181),1,5121000,34200,ALCOHOL ETILICO (ETANOL),UNIDAD,2400,NA,NA,KADILA PHARMACEUTICALS S.R.L.,15,36000,2400,15,36000,Contratado,Cronograma
covid,20-1606-00-1037832-0-E,Gobierno Autonomo Municipal De Villamontes,Bienes,EM,Adquisicion De Viveres Para Seguridad Alimentaria Del Municipio De Villa Montes En Atencion A La Emergencia Sanitaria Covid - 19 Y Cuarentena Nacional,Contratado,NA,NA,2020-04-03,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Heinor Chuquimia Costano (Telf: 6722379 / 6722993),NA,NA,-,NA,2020-03-31,Tarija,NB-SABS (D.S.0181),1,5019000,31150,VIVERES PARA SEGURIDAD ALIMENTARIA DEL MUNICIPIO DE VILLA MONTES EN ATENCION A LA EMERGENCIA SANITARIA COVID - 19 Y CUARENTENA NACIONAL,GLOBAL,1,NA,NA,MOJICA AVALOS MARIA NANCY,200000,200000,1,200000,200000,Contratado,Cronograma
barbijo,20-0902-40-1037922-0-E,"Hospital Del Niño  ""Dr. Ovidio Aliaga Uria""",Bienes,CM,"Adquisicion Cubre Calzados, Mandiles Y Barbijos Descartables",Contratado,NA,NA,2020-04-06,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ruth Gloria Quenallata Chino (Telf: 2205060),NA,NA,-,NA,2020-03-26,La Paz,NB-SABS (D.S.0181),1,4214000,39400,BARBIJO DESCARTABLE CON TIRA (E-7),PIEZA,10000,NA,NA,DISPROMED SRL.,2.2,22000,10000,2.2,22000,Contratado,Cronograma
coronavirus,20-4601-00-1037880-0-E,Gobierno Autonomo Regional Del Gran Chaco,Bienes,CM,"Adquisicion De 8 Camas Hospitalarias De Dos Movimientos Para La Sala De Aislamiento Del Hospital Fray Quebracho Para La Prevencion, Control Y Atencion Del Coronavirus (Covid - 19)",Contratado,NA,NA,2020-04-06,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Yessica Pamela  Torrez (Telf: 46822041),NA,NA,-,NA,2020-03-27,Tarija,NB-SABS (D.S.0181),1,4217000,43110,"ADQUISICION DE 8 CAMAS HOSPITALARIAS DE DOS MOVIMIENTOS PARA LA SALA DE AISLAMIENTO DEL HOSPITAL FRAY QUEBRACHO PARA LA PREVENCION, CONTROL Y ATENCION DEL CORONAVIRUS (COVID - 19)",CAMAS,8,NA,NA,ARAUCO ROMERO JIMMY JUNIOR,5850,46800,8,5850,46800,Contratado,Cronograma
coronavirus,20-1606-00-1037879-0-E,Gobierno Autonomo Municipal De Villamontes,Bienes,CM,Adqusicion De Emergencia De Insumos Medicos Coronavirus Covid - 19 Gestion 2020 Municipio De Villa Montes,Contratado,NA,NA,2020-04-06,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Heinor Chuquimia Costano (Telf: 6722379 / 6722993),NA,NA,-,NA,2020-03-19,Tarija,NB-SABS (D.S.0181),1,4217000,39400,INSUMOS MEDICOS CORONAVIRUS COVID - 19 GESTION 2020,GLOBAL,1,NA,NA,LIDERMED S.R.L.,41050,41050,1,41050,41050,Contratado,Cronograma
coronavirus,20-4601-00-1037887-0-E,Gobierno Autonomo Regional Del Gran Chaco,Bienes,CM,"Adquisicion De 7 Camas Hospitalarias De Dos Movimientos Para La Sala De Aislamiento Del Hospital Fray Quebracho Para La Prevencion, Control Y Atencion Del Coronavirus (Covid - 19)",Contratado,NA,NA,2020-04-06,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Yessica Pamela  Torrez (Telf: 46822041),NA,NA,-,NA,2020-03-27,Tarija,NB-SABS (D.S.0181),1,4217000,43110,"ADQUISICION DE 7 CAMAS HOSPITALARIAS DE DOS MOVIMIENTOS PARA LA SALA DE AISLAMIENTO DEL HOSPITAL FRAY QUEBRACHO PARA LA PREVENCION, CONTROL Y ATENCION DEL CORONAVIRUS (COVID - 19)",CAMAS,7,NA,NA,ARAUCO ROMERO JIMMY JUNIOR,5850,40950,7,5850,40950,Contratado,Cronograma
alcohol,20-1406-00-1037976-0-E,Gobierno Autonomo Municipal De Huanuni (Villa Huanuni),Bienes,CM,"Adquisicion De Material De Insumos De Prevencion Covid - 19 Mascarillas, Guantes, Mandil, Juegos De Bata Gorra Y Barbijo, Jabon Liquido, Bolsa De Plastico Y Alcohol En Gel",Contratado,NA,NA,2020-04-07,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Wilfredo Simeon Tola Canaviri (Telf: 5520585),NA,NA,-,NA,2020-04-02,Oruro,NB-SABS (D.S.0181),1,4213000,33300,"ADQUISICION DE MATERIAL DE INSUMOS DE PREVENCION COVID - 19 MASCARILLAS, GUANTES, MANDIL JUEGOS DE BATA GORRA Y BARBIJO, JABON LIQUIDO, BOLSA DE PLASTICO Y ALCOHOL EN GEL",GLOBAL,1,NA,NA,REQUENA MENDOZA EDWIN LEOPOLDO,48950,48950,1,48950,48950,Contratado,Cronograma
alcohol,20-1406-00-1037974-0-E,Gobierno Autonomo Municipal De Huanuni (Villa Huanuni),Bienes,CM,"Adquisicion De Lavandinas, Alcohol En Gel Y Jabon Liquido",Contratado,NA,NA,2020-04-07,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Wilfredo Simeon Tola Canaviri (Telf: 5520585),NA,NA,-,NA,2020-03-31,Oruro,NB-SABS (D.S.0181),1,5110000,34200,"ADQUISICION DE LAVANDINAS, ALCOHOL EN GEL Y JABON LIQUIDO",GLOBAL,1,NA,NA,REQUENA MENDOZA EDWIN LEOPOLDO,27750,27750,NA,NA,NA,Contratado,Cronograma
alcohol,20-4601-00-1038033-0-E,Gobierno Autonomo Regional Del Gran Chaco,Bienes,CM,Adquisicion De Alcohol Etilico Para El Instituto Tecnologico Yacuiba,Contratado,NA,NA,2020-04-08,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Yessica Pamela  Torrez (Telf: 46822041),NA,NA,-,NA,2020-03-25,Tarija,NB-SABS (D.S.0181),1,5110000,34200,ADQUISICION DE ALCOHOL ETILICO PARA EL INSTITUTO TECNOLOGICO YACUIBA,ALCOHO L,4000,NA,NA,CONTRERAS HEREDIA ARNOLD,12.5,50000,4000,12.5,50000,Contratado,Cronograma
coronavirus,20-1905-00-1038031-0-E,Gobierno Autonomo Municipal De Puerto Rico,Bienes,EM,Adquisiciã?N De Alimentos Perecederos Paras Las Familias Afectadas Ante La Emergencia Nacional Por El  Brote De Coronavirus  Covid 19 En Atenciã?N De Emergencias Y Desastres Naturales Del Gobierno Autã?Nomo Municipal De Puerto Rico,Contratado,NA,NA,2020-04-08,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioInforme,FORM 400,Ver Ficha,Liset Rosario Benitez Romero (Telf: 74772822),NA,NA,-,NA,2020-04-07,Pando,NB-SABS (D.S.0181),1,5019000,31150,ITEMS 7. 8 Y 9 - ADQUISICIÓN DE ALIMENTOS PERECEDEROS PARAS LAS FAMILIAS AFECTADAS ANTE LA EMERGENCIA NACIONAL POR EL  BROTE DE CORONAVIRUS  COVID 19 EN ATENCIÓN DE EMERGENCIAS Y DESASTRES NATURALES D,GLOBAL,1,NA,NA,PAZ OJOPI AURELINA,8235,8235,NA,NA,NA,Contratado,Cronograma
coronavirus,20-1302-00-1038010-0-E,Gobierno Autonomo Municipal De Quillacollo,Bienes,CM,Compra De Material De Bioseguridad Covid -19 Coronavirus Para Los Diferentes Centros De Salud De Primer Nivel,Contratado,NA,NA,2020-04-08,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Luis Gonzalo Iriarte Aranibar (Telf: 4260095),NA,NA,-,NA,2020-03-21,Cochabamba,NB-SABS (D.S.0181),1,5121000,34200,COMPRA DE MATERIAL DE BIOSEGURIDAD COVID -19 CORONAVIRUS PARA LOS DIFERENTES CENTROS DE SALUD DE PRIMER NIVEL,GLOBAL,1,NA,NA,DISPROMED SRL.,49965,49965,1,49965,49965,Contratado,Cronograma
covid,20-1519-00-1037999-0-E,Gobierno Autonomo Municipal De Tupiza,Bienes,CM,Insumos Para Establecimientos De Salud Del G.A.M.T. Prevencion Covid - 19,Contratado,NA,NA,2020-04-08,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Maximo Roman Ramos (Telf: 26943926 / 26942304),NA,NA,-,NA,2020-03-20,Potosi,NB-SABS (D.S.0181),1,4214000,39400,BARBIJOS DESCARTABLES DE CARBONO DE 4 CAPAS MARCA TRIPLE PLIEGO,PIEZAS,2000,NA,NA,BELLIDO VEIZAGA WILFREDO JESUS,3.5,7000,2000,3.5,7000,Contratado,Cronograma
barbijo,20-1301-00-1038079-0-E,Gobierno Autonomo Municipal De Cochabamba,Bienes,CM,Adquisicion De Barbijos Descartables Para Centros De Salud Integrales Y Hospitales De Segundo Nivel,Contratado,NA,NA,2020-04-09,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Hamel Let Jacinto Ossa Lozada (Telf: 4258103- 4425810-4258030),NA,NA,-,NA,2020-03-18,Cochabamba,NB-SABS (D.S.0181),1,4217000,34200,BARBIJOS DESCARTABLES TRIPLE CAPA CON LIGA X 50,CAJA,3266,NA,NA,GUZMAN QUIROGA KATTY ROXANA LILIA,15,48990,3266,15,48990,Contratado,Cronograma
coronavirus,20-0418-11-1038096-0-E,Caja Petrolera De Salud-Administracion Regional Sucre,Bienes,CM,Adquisicion De Insumos De Proteccion Personal Ante La Pandemia Del Nuevo Coronavirus Para El Personal De La Caja Petrolera De Salud  - Regional Sucre - Gestion 2020,Contratado,NA,NA,2020-04-09,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Veronica Tania Coaquira Calizaya (Telf: 6454851),NA,NA,-,NA,2020-03-23,Chuquisaca,NB-SABS (D.S.0181),1,4213000,34200,TERMOMETRO INFRAROJO,PIEZA,3,NA,NA,AVILES GONZALES YANNETH,700,2100,3,700,2100,Contratado,Cronograma
