cuce,#,CodigoUNSPSC,ObjetodeGasto,DescripciondelBienoServicio,UnidaddeMedida,Cantidad,PrecioReferencialUnitario,PrecioReferencialTotal,NombreoRazonSocialdelProponenteAdjudicado,PrecioUnitarioAdjudicado,TotalAdjudicado,CantidadRecepcionada,PrecioUnitarioReal,MontoRealejecutado,Estado,Cronograma,Nombreproponente,MontoAdjudicado,Nro.de,Montode,Fechade,Monto,Fechade.1,RUPE,TipodeDocumento,Formulario,Fecha
20-0417-06-1075234-1-1,1,4112000,34200,2019-n Cov IgM,CAJA,"40,00","2.567,00","102.680,00",VALDES MORALES ROBERTO EFRAIN,"2.567,00","102.680,00","40,00","2.567,00","102.680,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-07-1083841-1-1,1,4112000,34200,PRUEBAS PARA ANTICUERPOS COVID-19 Ag,CAJA,10.0,"3,000.00","30,000.00",,,,10.0,"3,000.00","30,000.00",Contratado,Cronograma 0,,,,,,,,,,,
21-0906-03-1154766-1-1,1,1214190,34200,Oxígeno o - OXIGENO,GAS,"500,00","100,00","50.000,00",,,,"500,00","100,00","50.000,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1702-00-1161771-1-1,1,1214190,34200,Oxígeno o - OXIGENO MEDICINAL,M3,"2,500.00",20.0,"50,000.00",,,,"2,500.00",20.0,"50,000.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1324-00-1083134-1-1,1,4213000,33300,GORROS DESCARTABLES TIPO ESCAFANDRA CON TIRAS,Unidades,"1.000,00","5,00","5.000,00",,,,"1.000,00","4,00","4.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1324-00-1083134-1-1,2,4213000,33300,"OVEROL IMPERMEABLE REUTILIZABLE ,LAVABLE Y ANTITRANSPIRANTE",UDD,"150,00","80,00","12.000,00",,,,"150,00","65,00","9.750,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1324-00-1083134-1-1,3,4213000,33300,BOTAS DESCARTABLES HASTA LA RODILLA CON ANTIDESLINZANTE,PARES,"1.000,00","15,00","15.000,00",,,,"1.000,00","10,00","10.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1324-00-1083134-1-1,4,4213000,33300,Batas descartables hidrorepelante con puño de algodon,unidades,"1.000,00","30,00","30.000,00",,,,"1.000,00","25,00","25.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1324-00-1083134-1-1,5,4213000,33300,"Protector facial tipo visera,transparente",Pieza,"100,00","15,00","1.500,00",,,,"100,00","13,00","1.300,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-02-1041801-0-E,1,5121000,34200,SERVICIO DE LLENADO DE OXIGENO 60 TUBOS GRANDES - 3 TUBOS MEDIANOS - 1 TUBO PEQUEÑO,TUBOS,"1,00",,,DADOJU S.R.L,"30.680,00","30.680,00","1,00","30.680,00","30.680,00",Contratado,Cronograma,,,,,,,,,,,
20-1329-00-1077246-1-1,1,7213000,42230,CONST. CENTRO DE AISLAMIENTO PARA INTERNACION DE PACIENTES CON COVID -19 Y LABORATORIO CENTRO DE SALUD SICAYA,GBL,"1,00","457.388,89","457.388,89",,,,"1,00","457.388,89","457.388,89",Contratado,Cronograma 0,,,,,,,,,,,
20-0901-00-1083913-1-1,1,1017000,34200,FERTILIZANTE UREA (46-00- 00),BOLS 50 KG,"4,761.00",210.0,"999,810.00",GARCIA COLQUE NILDA,202.9,"966,006.90","4,761.00",202.9,"966,006.90",Contratado,Cronograma 0,,,,,,,,,,,
21-0417-04-1149828-1-1,1,1214190,34200,Oxígeno o - OXIGENO LIQUIDO MEDICINAL IV,KILOGRA MO,"3,676.00",13.57,"49,883.32",,,,"3,676.00",13.57,"49,883.32",Contratado,Cronograma 0,,,,,,,,,,,
20-1334-00-1057982-2-1,1,8011000,25220,Licenciada (o) de Enfermería - 7,MESES,"4,00","3.600,00","14.400,00",LISBET LAIME CAMPERO,"3.600,00","14.400,00","4,00","3.600,00","14.400,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1334-00-1057982-2-1,2,8011000,25220,Médico General-3,MESES,"4,00","4.600,00","18.400,00",,,,,,,Las propuestas no cumplieron aspectos tecnicos/admini strativos,Cronograma 0,,,,,,,,,,,
20-1334-00-1057982-2-1,3,8011000,25220,Bioquímico Área de Laboratorio -4,MESES,"4,00","3.600,00","14.400,00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-1334-00-1057982-2-1,4,8011000,25220,Médico Naturista Tradicional,MESES,"4,00","3.000,00","12.000,00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-1334-00-1057982-2-1,5,8011000,25220,Bioquímico Área de Laboratorio -3,MESES,"4,00","3.600,00","14.400,00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-1316-00-1066156-1-1,1,7213000,42230,CONST. AMBIENTES DE ATENCION COVID-19 CENTRO DE SALUD VILLA RIVERO,GLB,"1,00","200.000,00","200.000,00",JALDIN VILLARROEL JUAN JOSE MANUEL,"198.985,15","198.985,15","1,00","198.985,15","198.985,15",Contratado,Cronograma 0,,,,,,,,,,,
20-1316-00-1083596-1-1,1,4112000,34200,Glucocinta (tiras reactivas para glucometro) caja x 100 unidades,PZA,"8,00","560,00","4.480,00",,,,,,,No se presentaron proponentes,,,,,,,,,,,,
20-1316-00-1083596-1-1,2,4112000,34110,ALCOHOL 70%,1LITRO,"315,00","22,00","6.930,00",,,,,,,No se presentaron proponentes,,,,,,,,,,,,
20-1316-00-1083596-1-1,3,4112000,34200,Lancetas cajax100 unidades,CAJA,"21,00","24,00","504,00",,,,,,,No se presentaron proponentes,,,,,,,,,,,,
20-0417-01-1081964-1-1,1,5612000,43110,ESCRITORIO METALICO MEDIANO 1.60 X 0.80X 0.80,PZA,"1,00","2.990,00","2.990,00",,,,"1,00","2.700,00","2.700,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-01-1081964-1-1,2,5612000,43110,ESCRITORIO PEQUEÑO PARA COMPUTADORA,PZA.,"1,00","1.500,00","1.500,00",,,,"1,00","1.100,00","1.100,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-01-1081964-1-1,3,5612000,43110,"VITRINA METALICAS CON DOS PUERTAS CORREDIZA, CON 4 BANDEJAS",PZA,"2,00","2.800,00","5.600,00",,,,"2,00","2.400,00","4.800,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-01-1081964-1-1,4,5612000,43110,CARRO PARA HISTORIAS CLINICAS CON 2 CAJONES,PZA.,"1,00","2.500,00","2.500,00",,,,"1,00","2.200,00","2.200,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-01-1081964-1-1,5,5612000,43110,CARRO DE CURACION CON 2 BANDEJAS,PZA.,"2,00","2.900,00","5.800,00",,,,"2,00","2.400,00","4.800,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-01-1081964-1-1,6,5612000,43110,CARRO PARA TRANSPORTE DE COMIDA 0.90 X 0.50 X 0.90,PZA,"2,00","4.500,00","9.000,00",,,,"2,00","4.200,00","8.400,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-01-1081964-1-1,7,5612000,43110,"VITRINA METALICA CON DOS PUERTAS CORREDIZA, CON 3 BANDEJAS",PZA.,"2,00","3.800,00","7.600,00",,,,"2,00","3.200,00","6.400,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-01-1081964-1-1,8,5612000,43110,ESCRITORIO METALICO MEDIANO 1.00 X 0.60 X 0.80,PZA.,"1,00","1.900,00","1.900,00",,,,"1,00","1.650,00","1.650,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-06-1077227-1-1,1,4110000,43400,STAT FAX,EQUIPO,"2,00","18.800,00","37.600,00",,,,"2,00","18.800,00","37.600,00",Contratado,Cronograma 0,,,,,,,,,,,
21-1702-00-1161686-1-1,1,1214190,34200,Oxígeno o - OXIGENO MEDICINAL,M3,"2,500.00",20.0,"50,000.00",,,,"2,500.00",20.0,"50,000.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0907-00-1084093-1-1,1,5019000,71630,COMPRA DE ALIMENTOS PARA ENTENCION ALIMENTARIA POR EFECTOS DEL COVID-19,GLB,"1,00","5.693.028,00","5.693.028,00",SOCIEDAD ACCIDENTAL GABY,"5.408.111,40","5.408.111,40","1,00","5.408.111,40","5.408.111,40",Contratado,Cronograma 1,,,,,,,,,,,
21-0417-09-1152827-1-1,1,4111561,43400,Medidores de oxígeno disuelto - MEZCLADOR DE GASES AIRE OXIGENO,EQU,2.0,"25,000.00","50,000.00",,,,2.0,"25,000.00","50,000.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-06-1062063-3-1,1,4110000,43400,"AGITADOR, BAÑO SECO CON CALEFACCION",EQUIPO,"1,00","16.700,00","16.700,00",IMPLELAB S.R.L,"16.700,00","16.700,00","1,00","16.700,00","16.700,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-06-1062063-3-1,2,4110000,43400,CABINA DE PCR,EQUIPO,"1,00","40.000,00","40.000,00",IMPLELAB S.R.L,"40.000,00","40.000,00","1,00","40.000,00","40.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-06-1062063-3-1,3,4110000,43400,REFRIGERADOR DE LABORATORIO,EQUIPO,"3,00","44.500,00","133.500,00",IMPLELAB S.R.L,"44.500,00","133.500,00","3,00","44.500,00","133.500,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-06-1062063-3-1,4,4110000,43400,MICROCENTRIFUGA PARA 6 TUBOS,EQUIPO,"3,00","4.181,00","12.543,00",IMPLELAB S.R.L,"4.181,00","12.543,00","3,00","4.181,00","12.543,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-06-1062063-3-1,5,4110000,43400,MICROPIPETAS,KIT,"3,00","5.838,00","17.514,00",IMPLELAB S.R.L,"5.838,00","17.514,00","3,00","5.838,00","17.514,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-06-1062063-3-1,6,4110000,43400,CONGELADOR DE ALTO RENDIMIENTO,EQUIPO,"3,00","46.000,00","138.000,00",IMPLELAB S.R.L,"46.000,00","138.000,00","3,00","46.000,00","138.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-06-1062063-3-1,7,4110000,43400,MICROCENTRIFUGA PARA 24 TUBOS,EQUIPO,"1,00","18.000,00","18.000,00",IMPLELAB S.R.L,"18.000,00","18.000,00","1,00","18.000,00","18.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-06-1062063-3-1,8,4110000,43400,VORTEX DIGITAL,EQUIPO,"3,00","5.000,00","15.000,00",IMPLELAB S.R.L,"5.000,00","15.000,00","3,00","5.000,00","15.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-06-1062063-3-1,9,4110000,43400,CENTRIFUGA DE MESA,EQUIPO,"1,00","56.000,00","56.000,00",IMPLELAB S.R.L,"56.000,00","56.000,00","1,00","56.000,00","56.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-06-1062063-3-1,10,4110000,43400,CABINA DE FLUJO LAMINAR,EQUIPO,"1,00","95.000,00","95.000,00",IMPLELAB S.R.L,"95.000,00","95.000,00","1,00","95.000,00","95.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-06-1062063-3-1,11,4110000,43400,EQUIPO AUTOMATIZADO DE EXTRACCION DE ADN/ARN,EQUIPO,"1,00","159.819,00","159.819,00",IMPLELAB S.R.L,"159.819,00","159.819,00","1,00","159.819,00","159.819,00",Contratado,Cronograma 0,,,,,,,,,,,
19-0902-43-1035196-0-E,1,4214000,39400,REGULADOR DE OXIGENO PARA TUBO DE OXIGENO DE 2M3,PIEZA,"15,00",,,PRAXAIR BOLIVIA S.R.L.,"750,00","11.250,00","15,00","750,00","11.250,00",Contratado,Cronograma,,,,,,,,,,,
19-0902-43-1035196-0-E,2,4214000,39400,MANOMETRO DE OXIGENO DE BAJO FLUJO DE 0-15 LTRS/MIN PARA TUBO DE OXIGENO 6M3,PIEZA,"6,00",,,PRAXAIR BOLIVIA S.R.L.,"1.150,00","6.900,00","6,00","1.150,00","6.900,00",Contratado,Cronograma,,,,,,,,,,,
19-0902-43-1035196-0-E,3,4214000,39400,HUMIDIFICADOR DE ROSCA METALICA Y PITON DE PLASTICO,PIEZA,"154,00",,,PRAXAIR BOLIVIA S.R.L.,"80,00","12.320,00","154,00","80,00","12.320,00",Contratado,Cronograma,,,,,,,,,,,
19-0902-43-1035196-0-E,4,4214000,39400,FLUJOMETROS DE PARED PARA OXIGENO (OHMEDA) DE 0-15 L/MIN,PIEZA,"59,00",,,PRAXAIR BOLIVIA S.R.L.,"330,00","19.470,00","59,00","330,00","19.470,00",Contratado,Cronograma,,,,,,,,,,,
21-0417-04-1146840-1-1,1,1214190,34200,Oxígeno o - OXIGENO LIQUIDO MEDICINAL - I,KILOGRA MO,"3,676.00",13.57,"49,883.32",,,,"3,676.00",13.57,"49,883.32",Contratado,Cronograma 0,,,,,,,,,,,
20-1115-00-1077334-1-1,1,4218000,43400,monitor de signos vitales C50,equipo,"1,00","54.625,00","54.625,00",HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,"54.600,00","54.600,00","1,00","54.600,00","54.600,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1115-00-1077334-1-1,2,4218000,43400,monitor desfribrilador con lecturaECG12F500L,equipo,"1,00","71.300,00","71.300,00",HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,"71.200,00","71.200,00","1,00","71.200,00","71.200,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-07-1083770-1-1,1,5121000,34200,LOSARTAN 50 MG,COM.,"60.000,0","0,67","40.200,00",,,,"60.000,00","0,54","32.400,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-01-1075912-1-1,1,5121000,34200,SULFATO DE MAGNESIO,AMP.,"5.000,00","5,20","26.000,00",,,,"5.000,00","5,20","26.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-01-1075912-1-1,2,5121000,34200,ACIDO ASCORBICO,AMP.,"22.000,0","2,50","55.000,00",,,,"22.000,00","2,50","55.000,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0417-09-1127288-1-2,1,4227170,43400,Concentradores de oxígeno - CONCENTRADOR DE OXIGENO,EQUIPO,5.0,"9,700.00","48,500.00",,,,5.0,"9,700.00","48,500.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1279-00-1089134-1-1,1,4713000,39100,JABON LIQUIDO DE 1 LITRO,FRASCO,279.00,27.0,"7,533.00",,,,279.00,25.0,"6,975.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1279-00-1089134-1-1,2,4213000,34200,GUANTES NITRILO DESECHABLE TALLA M,PAR,"1,700.00",2.4,"4,080.00",,,,"1,700.00",2.39,"4,063.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1279-00-1089134-1-1,3,4713000,39100,BOLSA DE POLIETILENO ROJA SIMPLE 65 X 85 CM,PIEZA,700.00,0.9,630.00,,,,700.00,0.89,623.00,Contratado,Cronograma 0,,,,,,,,,,,
20-1279-00-1089134-1-1,4,4213000,34200,GORRO DESECHABLE,PIEZA,"3,100.00",0.9,"2,790.00",,,,"3,100.00",0.7,"2,170.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1279-00-1089134-1-1,5,4213000,34200,MASCARILLA DESECHABLE KN95 CON FILTRO,PIEZA,700.00,12.0,"8,400.00",,,,700.00,9.0,"6,300.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1279-00-1089134-1-1,6,4713000,39100,ALCOHOL EN GEL DE 1 LITRO,FRASCO,157.00,30.0,"4,710.00",,,,157.00,29.99,"4,708.43",Contratado,Cronograma 0,,,,,,,,,,,
20-1279-00-1089134-1-1,7,4713000,39100,TOALLA PARA MANO DESECHABLE,PIEZA,270.00,8.0,"2,160.00",,,,270.00,7.99,"2,157.30",Contratado,Cronograma 0,,,,,,,,,,,
20-1279-00-1089134-1-1,8,4213000,34200,GUANTES DE LATEX DESECHABLE TALLA S,PAR,"3,300.00",1.4,"4,620.00",,,,"3,300.00",1.36,"4,488.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1279-00-1089134-1-1,9,4213000,34200,GUANTES DE LATEX DESECHABLE TALLA M,PAR,"3,300.00",1.4,"4,620.00",,,,"3,300.00",1.36,"4,488.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1279-00-1089134-1-1,10,4713000,39100,BOLSA DE POLIETILENO NEGRA SIMPLE 65 X 85 CM,PIEZA,700.00,0.9,630.00,,,,700.00,0.89,623.00,Contratado,Cronograma 0,,,,,,,,,,,
20-1279-00-1089134-1-1,11,5121000,34200,ALCOHOL MEDICINAL DE 1 LITRO,FRASCO,147.00,20.0,"2,940.00",,,,147.00,19.99,"2,938.53",Contratado,Cronograma 0,,,,,,,,,,,
20-1279-00-1089134-1-1,12,4213000,34200,MASCARILLA QUIRURGICO,PIEZA,"2,750.00",0.5,"1,375.00",,,,"2,750.00",0.49,"1,347.50",Contratado,Cronograma 0,,,,,,,,,,,
20-1279-00-1089134-1-1,13,4213000,34200,BOTAS DESECHABLES,PAR,"1,080.00",1.4,"1,512.00",,,,"1,080.00",1.39,"1,501.20",Contratado,Cronograma 0,,,,,,,,,,,
20-1279-00-1089134-1-1,14,4213000,34500,PROTECTOR FACIAL,PIEZA,32.00,110.0,"3,520.00",,,,32.00,105.0,"3,360.00",Contratado,Cronograma 0,,,,,,,,,,,
20-4601-00-1052508-0-E,1,4221000,34200,SERVICIO DE RECARGA DE OXIGENO MEDICINAL PARA UN PERIODO DE TRES MESES PARA EL PROGRAMA PREVENCION CONTROL Y ATENCION DEL CORONAVIRUS,RECARG A DE OXIGENO,467.0,,,DIANSETH SRL,107.0,"49,969.00",467.0,107.0,"49,969.00",Contratado,Cronograma,,,,,,,,,,,
20-1801-00-1078847-1-2,1,5121000,34200,MEDIOS DE TRANSPORTE VIRAL (MTV) 3ml+tubo+hisopo,kit,"1.760,00","56,00","98.560,00",,,,"1.760,00","56,00","98.560,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0906-03-1127871-1-1,1,1214190,34200,Oxígeno o - OXIGENO MEDICINAL,GAS,"500,00","100,00","50.000,00",,,,"500,00","100,00","50.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1331-00-1080629-1-1,1,7213000,42230,CONST. SALA SITUACIONAL COVID 19 HOSP. AURELIO MELEAN DE TOTORA,GLOBAL,"1,00","163.740,87","163.740,87",ORELLANA MARIN SAN JOSE,"147.114,99","147.114,99","1,00","147.114,99","147.114,99",Contratado,Cronograma 0,,,,,,,,,,,
20-1228-00-1084033-1-1,1,4218000,43400,COMPRA EQUIPAMIENTO MEDICO PARA EL CENTRO DE SALUD TACACOMA,GLB,"1,00","49.950,00","49.950,00",,,,"1,00","49.950,00","49.950,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1342-00-1055380-2-1,1,,,,,,,,,,,,,,,,BOREAL S.R.L.,"99.980,00",GAMM/ANPE/064/ 2020,"99.980,00",01/10/2020,"99.980,00",08/10/2020,1086969,,,
20-1342-00-1055380-2-1,2,,,,,,,,,,,,,,,,ORTUÑO UGARTE DANIEL RENE,"48.980,00",GAMM/ANPE/065/ 2020,"48.980,00",01/10/2020,"44.800,00",20/11/2020,1089743,,,
20-1342-00-1055380-2-1,3,,,,,,,,,,,,,,,,ATS LAB S.R.L,"580.000,00",GAMM/ANPE/067/ 2020,"580.000,00",07/10/2020,"580.000,00",14/10/2020,1090348,,,
20-1201-00-1086746-1-1,1,4214000,43400,VIDEOLARINGOSCOPIO,EQUIPO,"1,00","34.000,00","34.000,00",,,,"1,00","29.990,00","29.990,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0146-00-1069843-1-1,1,,,,,,,,,,,,,,,,INSUMOS DE VIDA S.R.L.,"6.972,75",O.C. 80,"6.972,75",03/11/2020,"6.972,75",17/11/2020,1112111,,,
20-0146-00-1069843-1-1,2,,,,,,,,,,,,,,,,ATS LAB S.R.L,"22.800,00",O.C. 79,"22.800,00",03/11/2020,"22.800,00",18/11/2020,1112033,,,
21-0417-04-1142595-1-1,1,1214190,34200,Oxígeno o - OXIGENO LIQUIDO MEDICINAL - III,KILOGRA MOS,"3,676.00",13.57,"49,883.32",,,,"3,676.00",13.57,"49,883.32",Contratado,Cronograma 0,,,,,,,,,,,
20-1342-00-1065679-1-1,1,,,,,,,,,,,,,,,,GUZMAN QUIROGA KATTY ROXANA LILIA,"22,640.00",GAMM/ANPE/084/ 2020,"22,640.00",30/10/2020,"9,440.00",06/11/2020,1103028,,,
20-1342-00-1065679-1-1,2,,,,,,,,,,,,,,,,GEDESA LTDA,"122,461.00",GAMM/ANPE/083/ 2020,"122,461.00",30/10/2020,"77,937.00",22/12/2020,1103955,,,
20-1342-00-1065679-1-1,3,,,,,,,,,,,,,,,,MALLEA ALBA VIVIANA,"123,000.00",GAMM/ANPE/081/ 2020,"123,000.00",30/10/2020,"108,000.00",19/11/2020,1103714,,,
20-1342-00-1065679-1-1,4,,,,,,,,,,,,,,,,ORTUÑO UGARTE DANIEL RENE,"131,700.00",GAMM/ANPE/085/ 2020,"131,700.00",30/10/2020,"68,000.00",20/11/2020,1105676,,,
20-0417-05-1073122-1-1,1,4110000,43400,CARRO DE PARO MAS DESFIBRILADOR ADJUNTO TUBO DE OXIGENO COMPLETO,EQUIPOS,2.00,"200,000.00","400,000.00",ANTEZANA  CARLOS LEOPOLDO,"173,450.00","346,900.00",2.0,"173,450.00","346,900.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0902-07-1061669-1-1,1,4110000,43400,CONCENTRADOR DE OXIGENO,EQUIPO,8.00,"8,400.00","67,200.00",HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,"8,348.00","66,784.00",8.0,"8,348.00","66,784.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1201-00-1088425-1-1,1,3014000,34500,LAMINA ACRILICO TRANSLUCIDO 1.8X0.98MTR,PIEZA,333.0,150.0,"49,950.00",,,,333.0,150.0,"49,950.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0908-00-1039245-0-E,1,4214000,34200,OXIGENO MEDICINAL,GAS,"2,772.00",,,ACME INVERSIONES SRL,18.0,"49,896.00","2,772.00",18.0,"49,896.00",Contratado,Cronograma,,,,,,,,,,,
20-0517-00-1037588-0-E,1,1214000,34200,OXIGENO INDUSTRIAL,M3,"2.880,00",,,3 H INDUSTRIALES S.R.L.,"20,00","57.600,00","2.880,00","20,00","57.600,00",Contratado,Cronograma,,,,,,,,,,,
20-0517-00-1037588-0-E,2,1214000,34200,ACETILENO INDUSTRIAL,KG,"1.260,00",,,3 H INDUSTRIALES S.R.L.,"75,00","94.500,00","1.260,00","75,00","94.500,00",Contratado,Cronograma,,,,,,,,,,,
20-1327-00-1065778-1-1,1,,,,,,,,,,,,,,,,GUZMAN QUIROGA KATTY ROXANA LILIA,"9.250,00",047/2020,"9.250,00",13/11/2020,"7.000,00",16/11/2020,1106866,,,
20-1327-00-1065778-1-1,2,,,,,,,,,,,,,,,,MAYTA PATZI FRANZ EDGAR,"5.250,00",049/2020,"5.250,00",13/11/2020,"5.250,00",13/11/2020,1108649,,,
20-1327-00-1065778-1-1,3,,,,,,,,,,,,,,,,MONTAN TORREZ JUAN RAUL,"8.850,00",051/2020,"8.850,00",13/11/2020,"8.850,00",17/11/2020,1106961,,,
20-1327-00-1065778-1-1,4,,,,,,,,,,,,,,,,GARCES ZEGARRA RENE EDGARDO,"9.800,00",050/2020,"9.800,00",13/11/2020,"9.800,00",17/11/2020,1106704,,,
20-0906-00-1076523-1-1,1,2315000,43200,Transformador 200 kw (provision y instalacion),PIEZA,"1,00","100.000,00","100.000,00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-0906-00-1076523-1-1,2,2315000,43200,Mesa de Limpieza con transporte de banda,PIEZA,"1,00","50.000,00","50.000,00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-0906-00-1076523-1-1,3,2315000,43200,Purificador,MAQUINA RIA,"1,00","100.000,00","100.000,00",INDSOL S.R.L.,"91.000,00","91.000,00","1,00","91.000,00","91.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0906-00-1076523-1-1,4,2315000,43200,Tanque de Estandarizacion,PIEZA,"1,00","17.400,00","17.400,00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-0906-00-1076523-1-1,5,2315000,43200,Bomba piston,MAQUINA RIA,"1,00","55.000,00","55.000,00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-0906-00-1076523-1-1,6,2315000,43200,Embotelladora 4 picos,MAQUINA RIA,"1,00","40.000,00","40.000,00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-0906-00-1076523-1-1,7,2315000,43200,Pasteurizador,MAQUINA RIA,"1,00","300.000,00","300.000,00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-0906-00-1076523-1-1,8,2315000,43200,Ensachadora o linea de envasado sache,MAQUINA RIA,"1,00","180.000,00","180.000,00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
21-1605-00-1173980-1-1,1,4227170,43400,Cilindros de gas o dispositivos relacionados para uso médico - CILINDROS DE ACERO MODELO 2021 CAPACIDAD 6M3 PRESION 2000 LIBRAS,PIEZA,23.0,"2,000.00","46,000.00",,,,23.0,"1,850.00","42,550.00",Contratado,Cronograma 0,,,,,,,,,,,
21-1605-00-1173980-1-1,2,4110331,43400,Manómetros - MANOMETRO MEDICINAL CON DOS RELOJ,PIEZA,2.0,550.00,"1,100.00",,,,2.0,500.00,"1,000.00",Contratado,Cronograma 0,,,,,,,,,,,
21-1605-00-1173980-1-1,3,4227170,43400,Cilindros de gas o dispositivos relacionados para uso médico - CILINDROS DE ACERO MODELO 2021 CAPACIDAD 4M3,PIEZA,2.0,"1,400.00","2,800.00",,,,2.0,"1,350.00","2,700.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-07-1081398-1-1,1,4214000,43400,EQUIPO DE FOTOTERAPIA,EQUIPO,"1,00","31.000,00","31.000,00",,,,"1,00","30.500,00","30.500,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0908-36-1187203-1-1,1,1214190,34200,Oxígeno o - OXIGENO MEDICINAL   CILINDRO DE 6M3,GAS,"276,00","108,00","29.808,00",,,,"276,00","108,00","29.808,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0908-36-1187203-1-1,2,1214190,34200,Oxígeno o - OXIGENO MEDICIANL CILINDRO DE 2M3,GAS,"6,00","36,00","216,00",,,,"6,00","36,00","216,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0908-36-1187203-1-1,3,1214190,34200,Oxígeno o - OXIGENO MEDICIANAL  CILINDRO DE 1M3,GAS,"6,00","18,00","108,00",,,,"6,00","18,00","108,00",Contratado,Cronograma 0,,,,,,,,,,,
21-0902-43-1134932-1-1,1,4227170,34200,Cilindros de gas o dispositivos relacionados para uso médico - OXIGENO,GAS,"55,555.0",18.0,"999,990.00",PRAXAIR BOLIVIA S.R.L.,13.0,"722,215.00","53,415.00",13.0,"694,395.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1307-00-1052097-1-1,1,5110000,34200,Ceftriaxona 1gr,vial,200.00,7.57,"1,514.00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
